compound_id	best_metapath	best_target_gene	dwpc_at_best	p_cell_min	p_minp	q_bh	p_bonferroni	p_westfall_young	n_permutations	significant_bh	significant_bonferroni	significant_wy
CHEMBL1232461	CbGpPW	EEF1A2	0.2014238313290769	0.00019998000199980003	0.000999900009999	0.030873835693353738	0.445955404459554	0.11148885111488852	10000	True	False	False
PUBCHEM:444104	CsGpPW	EEF1A2	0.0440893368118838	0.0005999400059994001	0.0012998700129987	0.030873835693353738	0.5797420257974202	0.40315968403159685	10000	True	False	False
CHEMBL1160571	CsGiG	EEF1A2	0.0852885491135841	0.0004999500049995	0.0013998600139986002	0.030873835693353738	0.6243375662433757	0.34056594340565943	10000	True	False	False
PUBCHEM:64730	CsGpPW	EEF1A2	0.0440893368118838	0.0006999300069993001	0.0014998500149985001	0.030873835693353738	0.668933106689331	0.45345465453454653	10000	True	False	False
CHEMBL119596	CsGpPW	EEF1A2	0.0440893368118838	0.0005999400059994001	0.0015998400159984002	0.030873835693353738	0.7135286471352865	0.40315968403159685	10000	True	False	False
CHEMBL1206211	CsGpPW	EEF1A2	0.0440893368118838	0.0007999200079992001	0.0015998400159984002	0.030873835693353738	0.7135286471352865	0.504049595040496	10000	True	False	False
PUBCHEM:49866839	CsGpPW	EEF1A2	0.0440893368118838	0.0006999300069993001	0.0015998400159984002	0.030873835693353738	0.7135286471352865	0.45345465453454653	10000	True	False	False
CHEMBL177327	CsGpPW	EEF1A2	0.0440893368118838	0.0007999200079992001	0.0015998400159984002	0.030873835693353738	0.7135286471352865	0.504049595040496	10000	True	False	False
PUBCHEM:3486	CsGpPW	EEF1A2	0.0440893368118838	0.0007999200079992001	0.0016998300169983002	0.030873835693353738	0.7581241875812419	0.504049595040496	10000	True	False	False
PUBCHEM:5288232	CsGpPW	EEF1A2	0.0440893368118838	0.0007999200079992001	0.0016998300169983002	0.030873835693353738	0.7581241875812419	0.504049595040496	10000	True	False	False
CHEMBL1229766	CsGpPW	EEF1A2	0.0440893368118838	0.0008999100089991	0.0018998100189981002	0.030873835693353738	0.8473152684731527	0.5508449155084492	10000	True	False	False
CHEMBL318812	CsGpPW	EEF1A2	0.0440893368118838	0.0006999300069993001	0.0018998100189981002	0.030873835693353738	0.8473152684731527	0.45345465453454653	10000	True	False	False
CHEMBL1356	CsGpPW	EEF1A2	0.0440893368118838	0.0008999100089991	0.001999800019998	0.030873835693353738	0.891910808919108	0.5508449155084492	10000	True	False	False
PUBCHEM:19002523	CsGpPW	EEF1A2	0.0440893368118838	0.0008999100089991	0.001999800019998	0.030873835693353738	0.891910808919108	0.5508449155084492	10000	True	False	False
CHEMBL321214	CsGpPW	EEF1A2	0.0440893368118838	0.0008999100089991	0.0020997900209979003	0.030873835693353738	0.9365063493650635	0.5508449155084492	10000	True	False	False
CHEMBL1235254	CsGpPW	EEF1A2	0.0440893368118838	0.0008999100089991	0.0020997900209979003	0.030873835693353738	0.9365063493650635	0.5508449155084492	10000	True	False	False
PUBCHEM:6857725	CsGpPW	EEF1A2	0.0440893368118838	0.000999900009999	0.0020997900209979003	0.030873835693353738	0.9365063493650635	0.5908409159084091	10000	True	False	False
CHEMBL1255943	CsGpPW	EEF1A2	0.0440893368118838	0.000999900009999	0.0021997800219978004	0.030873835693353738	0.981101889811019	0.5908409159084091	10000	True	False	False
CHEMBL1372	CsGpPW	EEF1A2	0.0440893368118838	0.000999900009999	0.0021997800219978004	0.030873835693353738	0.981101889811019	0.5908409159084091	10000	True	False	False
PUBCHEM:5133	CsGpPW	EEF1A2	0.0440893368118838	0.0008999100089991	0.0021997800219978004	0.030873835693353738	0.981101889811019	0.5508449155084492	10000	True	False	False
CHEMBL1236315	CsGiG	EEF1A2	0.0852885491135841	0.0006999300069993001	0.0022997700229977	0.030873835693353738	1.0	0.45345465453454653	10000	True	False	False
CHEMBL572546	CsGiG	EEF1A2	0.0852885491135841	0.0006999300069993001	0.0024997500249975004	0.030873835693353738	1.0	0.45345465453454653	10000	True	False	False
