stitch_chemical	protein_id	string_protein	experimental	database	textmining_discarded	prediction_discarded	channel_score	compound_id	mapped_to_chembl
CIDs00192790	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL197110	True
CIDs00192790	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL197110	True
CIDs00192785	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL72388	True
CIDs00192785	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL72388	True
CIDs00192785	RPS2	9606.ENSP00000341885	644	0	0	0	644	CHEMBL72388	True
CIDs00192785	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL72388	True
CIDs00189854	RPS2	9606.ENSP00000341885	644	0	0	0	644	PUBCHEM:189854	False
CIDs00188966	PAPSS1	9606.ENSP00000265174	800	0	0	0	800	PUBCHEM:188966	False
CIDs00171548	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL857	True
CIDs00171548	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL857	True
CIDs00171548	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL857	True
CIDs00168161	RPL4	9606.ENSP00000311430	644	0	0	0	644	PUBCHEM:168161	False
CIDs00168161	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:168161	False
CIDs00168161	RPS2	9606.ENSP00000341885	644	0	0	0	644	PUBCHEM:168161	False
CIDs00168161	RPL3	9606.ENSP00000346001	618	0	0	0	618	PUBCHEM:168161	False
CIDs00165838	RPL4	9606.ENSP00000311430	644	0	0	0	644	PUBCHEM:165838	False
CIDs00165838	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:165838	False
CIDs00165838	RPS2	9606.ENSP00000341885	644	0	0	0	644	PUBCHEM:165838	False
CIDs00165838	RPL3	9606.ENSP00000346001	618	0	0	0	618	PUBCHEM:165838	False
CIDs00165579	RPS2	9606.ENSP00000341885	644	0	121	0	644	CHEMBL2206196	True
CIDs00161605	RPS2	9606.ENSP00000341885	644	0	0	0	644	CHEMBL1229561	True
CIDs00159296	RPS2	9606.ENSP00000341885	644	0	0	0	644	CHEMBL574817	True
CIDs00124886	EEF1G	9606.ENSP00000331901	514	0	112	0	514	CHEMBL1543	True
CIDs00123991	RPL4	9606.ENSP00000311430	644	0	0	0	644	PUBCHEM:123991	False
CIDs00123991	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:123991	False
CIDs00123991	RPL3	9606.ENSP00000346001	618	0	0	0	618	PUBCHEM:123991	False
CIDs00119400	PAPSS1	9606.ENSP00000265174	704	0	0	0	704	CHEMBL1236315	True
CIDs00119400	PAPSS2	9606.ENSP00000406157	704	0	0	0	704	CHEMBL1236315	True
CIDs00107689	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL330546	True
CIDs00107689	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL330546	True
CIDs00107689	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL330546	True
CIDs00105024	ST6GALNAC1	9606.ENSP00000156626	520	0	0	0	520	CHEMBL113178	True
CIDs00105024	EEF1A2	9606.ENSP00000217182	517	0	0	0	517	CHEMBL113178	True
CIDs00105024	EEF1G	9606.ENSP00000331901	755	0	0	0	755	CHEMBL113178	True
CIDs00105024	ETF1	9606.ENSP00000353741	690	0	0	0	690	CHEMBL113178	True
CIDs00105024	HSF1	9606.ENSP00000431512	597	0	0	0	597	CHEMBL113178	True
CIDs00099291	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL378605	True
CIDs00099291	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL378605	True
CIDs00099291	RPS2	9606.ENSP00000341885	644	0	0	0	644	CHEMBL378605	True
CIDs00099291	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL378605	True
CIDs00097538	EEF1G	9606.ENSP00000331901	514	0	106	0	514	PUBCHEM:97538	False
CIDs00097536	EEF1G	9606.ENSP00000331901	514	0	256	0	514	CHEMBL345292	True
CIDs00097328	RPS2	9606.ENSP00000341885	644	0	0	0	644	CHEMBL103247	True
CIDs00093082	RPS2	9606.ENSP00000341885	644	0	0	0	644	PUBCHEM:93082	False
CIDs00092851	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL171281	True
CIDs00092851	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL171281	True
CIDs00092851	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL171281	True
CIDs00087642	HSF1	9606.ENSP00000431512	0	900	0	0	900	CHEMBL1213327	True
CIDs00084265	ST6GALNAC1	9606.ENSP00000156626	557	0	328	0	557	PUBCHEM:84265	False
CIDs00083606	RPL4	9606.ENSP00000311430	644	0	0	0	644	PUBCHEM:83606	False
CIDs00083606	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:83606	False
CIDs00083606	RPL3	9606.ENSP00000346001	618	0	0	0	618	PUBCHEM:83606	False
CIDs00082127	PAPSS1	9606.ENSP00000265174	800	0	0	0	800	PUBCHEM:82127	False
CIDs00082127	RPL4	9606.ENSP00000311430	644	0	0	0	644	PUBCHEM:82127	False
CIDs00082127	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:82127	False
CIDs00082127	RPS2	9606.ENSP00000341885	644	0	0	0	644	PUBCHEM:82127	False
CIDs00082127	RPL3	9606.ENSP00000346001	618	0	0	0	618	PUBCHEM:82127	False
CIDs00078165	PAPSS1	9606.ENSP00000265174	644	0	289	0	644	CHEMBL1234276	True
CIDs00078165	EEF1G	9606.ENSP00000331901	561	0	0	0	561	CHEMBL1234276	True
CIDs00078165	PAPSS2	9606.ENSP00000406157	644	0	289	0	644	CHEMBL1234276	True
CIDs00077990	HSF1	9606.ENSP00000431512	0	700	0	0	700	CHEMBL215645	True
CIDs00072332	RPL3	9606.ENSP00000346001	0	800	0	0	800	PUBCHEM:72332	False
CIDs00068841	EEF1A2	9606.ENSP00000217182	741	0	165	0	741	CHEMBL284377	True
CIDs00065911	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL1171272	True
CIDs00065911	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL1171272	True
CIDs00065911	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL1171272	True
CIDs00065482	RPS2	9606.ENSP00000341885	644	0	0	0	644	CHEMBL1214186	True
CIDs00065359	EEF1G	9606.ENSP00000331901	535	0	154	0	535	CHEMBL1372	True
CIDs00064730	EEF1G	9606.ENSP00000331901	561	0	145	0	561	PUBCHEM:64730	False
CIDs00062551	EEF1G	9606.ENSP00000331901	573	0	0	0	573	CHEMBL1229766	True
CIDs00036735	EEF1A2	9606.ENSP00000217182	577	0	197	0	577	CHEMBL1233085	True
CIDs00036735	RPS2	9606.ENSP00000341885	644	0	0	0	644	CHEMBL1233085	True
CIDs00036735	ETF1	9606.ENSP00000353741	755	0	282	0	755	CHEMBL1233085	True
CIDs00033113	PAPSS1	9606.ENSP00000265174	701	0	0	0	701	CHEMBL1230989	True
CIDs00033113	PAPSS2	9606.ENSP00000406157	701	0	0	0	701	CHEMBL1230989	True
CIDs00033032	EEF1G	9606.ENSP00000331901	573	0	235	0	573	CHEMBL1255943	True
CIDs00024470	HSF1	9606.ENSP00000431512	0	700	0	0	700	CHEMBL177367	True
CIDs00024424	HSF1	9606.ENSP00000431512	0	700	0	0	700	CHEMBL1200929	True
CIDs00023994	RPL18A	9606.ENSP00000222247	794	0	0	0	794	CHEMBL1411246	True
CIDs00023994	PAPSS1	9606.ENSP00000265174	644	0	0	0	644	CHEMBL1411246	True
CIDs00023994	RPL4	9606.ENSP00000311430	794	0	129	0	794	CHEMBL1411246	True
CIDs00023994	RPL7	9606.ENSP00000339795	794	0	0	0	794	CHEMBL1411246	True
CIDs00023994	RPS2	9606.ENSP00000341885	755	0	0	0	755	CHEMBL1411246	True
CIDs00023994	RPL3	9606.ENSP00000346001	741	0	0	0	741	CHEMBL1411246	True
CIDs00023994	RPS3A	9606.ENSP00000346050	755	0	0	0	755	CHEMBL1411246	True
CIDs00023994	ETF1	9606.ENSP00000353741	690	0	0	0	690	CHEMBL1411246	True
CIDs00023994	PAPSS2	9606.ENSP00000406157	644	0	0	0	644	CHEMBL1411246	True
CIDs00023994	HSF1	9606.ENSP00000431512	0	700	0	0	700	CHEMBL1411246	True
CIDs00023977	PAPSS1	9606.ENSP00000265174	644	0	105	0	644	PUBCHEM:23977	False
CIDs00023977	PAPSS2	9606.ENSP00000406157	644	0	105	0	644	PUBCHEM:23977	False
CIDs00023931	HSF1	9606.ENSP00000431512	0	700	0	0	700	PUBCHEM:23931	False
CIDs00022497	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL2105054	True
CIDs00022497	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL2105054	True
CIDs00022497	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL2105054	True
CIDs00019648	RPS2	9606.ENSP00000341885	644	0	102	0	644	CHEMBL3184791	True
CIDs00015541	RPS2	9606.ENSP00000341885	644	0	0	0	644	CHEMBL1167	True
CIDs00014888	EEF1A2	9606.ENSP00000217182	0	700	0	0	700	PUBCHEM:14888	False
CIDs00014888	HSF1	9606.ENSP00000431512	0	700	0	0	700	PUBCHEM:14888	False
CIDs00013401	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL1234326	True
CIDs00013401	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL1234326	True
CIDs00013401	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL1234326	True
CIDs00012599	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL1206239	True
CIDs00012599	RPL7	9606.ENSP00000339795	644	0	102	0	644	CHEMBL1206239	True
CIDs00012599	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL1206239	True
CIDs00010474	HSF1	9606.ENSP00000431512	0	700	0	0	700	CHEMBL1230866	True
CIDs00010238	PAPSS1	9606.ENSP00000265174	862	900	895	0	986	CHEMBL572546	True
CIDs00010238	PAPSS2	9606.ENSP00000406157	334	900	900	0	933	CHEMBL572546	True
CIDs00010219	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1255782	True
CIDs00010214	PAPSS1	9606.ENSP00000265174	939	900	851	0	994	PUBCHEM:10214	False
CIDs00010214	PAPSS2	9606.ENSP00000406157	704	900	893	0	970	PUBCHEM:10214	False
CIDs00008977	EEF1A2	9606.ENSP00000217182	741	0	189	0	741	CHEMBL384759	True
CIDs00008977	RPL18A	9606.ENSP00000222247	0	900	0	0	900	CHEMBL384759	True
CIDs00008977	RPL4	9606.ENSP00000311430	0	900	0	0	900	CHEMBL384759	True
CIDs00008977	EEF1G	9606.ENSP00000331901	0	900	0	0	900	CHEMBL384759	True
CIDs00008977	RPL7	9606.ENSP00000339795	0	900	0	0	900	CHEMBL384759	True
CIDs00008977	RPS2	9606.ENSP00000341885	644	900	0	0	964	CHEMBL384759	True
CIDs00008977	RPL3	9606.ENSP00000346001	0	900	0	0	900	CHEMBL384759	True
CIDs00008977	RPS3A	9606.ENSP00000346050	0	900	0	0	900	CHEMBL384759	True
CIDs00008977	ETF1	9606.ENSP00000353741	0	900	0	0	900	CHEMBL384759	True
CIDs00008378	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL1275977	True
CIDs00008378	RPL7	9606.ENSP00000339795	644	0	191	0	644	CHEMBL1275977	True
CIDs00008378	RPS2	9606.ENSP00000341885	644	0	178	0	644	CHEMBL1275977	True
CIDs00008378	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL1275977	True
CIDs00008200	EEF1G	9606.ENSP00000331901	561	0	0	0	561	CHEMBL1235254	True
CIDs00008117	PAPSS1	9606.ENSP00000265174	644	0	0	0	644	CHEMBL1235226	True
CIDs00008117	PAPSS2	9606.ENSP00000406157	644	0	0	0	644	CHEMBL1235226	True
CIDs00008076	EEF1G	9606.ENSP00000331901	477	0	0	0	477	CHEMBL119596	True
CIDs00006830	EEF1A2	9606.ENSP00000217182	577	0	110	0	577	PUBCHEM:6830	False
CIDs00006830	RPL18A	9606.ENSP00000222247	0	900	0	0	900	PUBCHEM:6830	False
CIDs00006830	RPL4	9606.ENSP00000311430	0	900	0	0	900	PUBCHEM:6830	False
CIDs00006830	EEF1G	9606.ENSP00000331901	0	900	686	0	900	PUBCHEM:6830	False
CIDs00006830	RPL7	9606.ENSP00000339795	0	900	0	0	900	PUBCHEM:6830	False
CIDs00006830	RPS2	9606.ENSP00000341885	0	900	0	0	900	PUBCHEM:6830	False
CIDs00006830	RPL3	9606.ENSP00000346001	0	900	0	0	900	PUBCHEM:6830	False
CIDs00006830	RPS3A	9606.ENSP00000346050	0	900	251	0	900	PUBCHEM:6830	False
CIDs00006830	ETF1	9606.ENSP00000353741	690	900	238	0	969	PUBCHEM:6830	False
CIDs00006804	EEF1A2	9606.ENSP00000217182	704	0	0	0	704	CHEMBL1627076	True
CIDs00006804	RPS2	9606.ENSP00000341885	644	0	0	0	644	CHEMBL1627076	True
CIDs00006579	HSF1	9606.ENSP00000431512	0	700	0	0	700	CHEMBL348107	True
CIDs00006503	PAPSS1	9606.ENSP00000265174	644	0	0	0	644	CHEMBL1200391	True
CIDs00006503	EEF1G	9606.ENSP00000331901	561	0	144	0	561	CHEMBL1200391	True
CIDs00006503	PAPSS2	9606.ENSP00000406157	644	0	0	0	644	CHEMBL1200391	True
CIDs00006305	RPS2	9606.ENSP00000341885	644	0	0	0	644	CHEMBL54976	True
CIDs00006287	RPS2	9606.ENSP00000341885	644	0	114	0	644	CHEMBL43068	True
CIDs00006140	RPL4	9606.ENSP00000311430	644	0	101	0	644	CHEMBL301523	True
CIDs00006140	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL301523	True
CIDs00006140	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL301523	True
CIDs00006131	ST6GALNAC1	9606.ENSP00000156626	0	900	104	0	900	CHEMBL1627075	True
CIDs00006131	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL1627075	True
CIDs00006131	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL1627075	True
CIDs00006131	RPS2	9606.ENSP00000341885	644	0	0	0	644	CHEMBL1627075	True
CIDs00006131	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL1627075	True
CIDs00006083	RPS2	9606.ENSP00000341885	644	0	0	0	644	CHEMBL1315633	True
CIDs00006030	RPS2	9606.ENSP00000341885	644	0	0	0	644	CHEMBL1627073	True
CIDs00006022	RPL18A	9606.ENSP00000222247	0	900	0	0	900	CHEMBL14830	True
CIDs00006022	PAPSS1	9606.ENSP00000265174	862	900	0	0	986	CHEMBL14830	True
CIDs00006022	RPL4	9606.ENSP00000311430	0	900	0	0	900	CHEMBL14830	True
CIDs00006022	RPL7	9606.ENSP00000339795	0	900	0	0	900	CHEMBL14830	True
CIDs00006022	RPS2	9606.ENSP00000341885	0	900	0	0	900	CHEMBL14830	True
CIDs00006022	RPL3	9606.ENSP00000346001	0	900	0	0	900	CHEMBL14830	True
CIDs00006022	RPS3A	9606.ENSP00000346050	0	900	0	0	900	CHEMBL14830	True
CIDs00006022	ETF1	9606.ENSP00000353741	755	900	0	0	976	CHEMBL14830	True
CIDs00006022	PAPSS2	9606.ENSP00000406157	862	900	0	0	986	CHEMBL14830	True
CIDs00006022	HSF1	9606.ENSP00000431512	0	900	0	0	900	CHEMBL14830	True
CIDs00005957	RPL18A	9606.ENSP00000222247	0	900	0	0	900	CHEMBL14249	True
CIDs00005957	PAPSS1	9606.ENSP00000265174	0	900	354	0	900	CHEMBL14249	True
CIDs00005957	RPL4	9606.ENSP00000311430	0	900	0	0	900	CHEMBL14249	True
CIDs00005957	RPL7	9606.ENSP00000339795	0	900	0	0	900	CHEMBL14249	True
CIDs00005957	RPS2	9606.ENSP00000341885	0	900	140	0	900	CHEMBL14249	True
CIDs00005957	RPL3	9606.ENSP00000346001	0	900	115	0	900	CHEMBL14249	True
CIDs00005957	RPS3A	9606.ENSP00000346050	0	900	382	0	900	CHEMBL14249	True
CIDs00005957	ETF1	9606.ENSP00000353741	800	900	0	0	980	CHEMBL14249	True
CIDs00005957	PAPSS2	9606.ENSP00000406157	0	900	384	0	900	CHEMBL14249	True
CIDs00005957	HSF1	9606.ENSP00000431512	0	900	296	0	900	CHEMBL14249	True
CIDs00005892	HSF1	9606.ENSP00000431512	0	900	0	0	900	CHEMBL1234613	True
CIDs00003715	HSF1	9606.ENSP00000431512	0	700	0	0	700	CHEMBL1200864	True
CIDs00003672	HSF1	9606.ENSP00000431512	0	700	0	0	700	CHEMBL1241153	True
CIDs00003017	RPS2	9606.ENSP00000341885	0	700	0	0	700	CHEMBL388560	True
CIDs00002514	PAPSS1	9606.ENSP00000265174	644	0	0	0	644	PUBCHEM:2514	False
CIDs00002514	RPL4	9606.ENSP00000311430	644	0	114	0	644	PUBCHEM:2514	False
CIDs00002514	EEF1G	9606.ENSP00000331901	535	0	0	0	535	PUBCHEM:2514	False
CIDs00002514	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:2514	False
CIDs00002514	RPL3	9606.ENSP00000346001	618	0	178	0	618	PUBCHEM:2514	False
CIDs00002514	PAPSS2	9606.ENSP00000406157	644	0	0	0	644	PUBCHEM:2514	False
CIDs00002514	HSF1	9606.ENSP00000431512	0	700	232	0	700	PUBCHEM:2514	False
CIDs00002244	HSF1	9606.ENSP00000431512	0	700	0	0	700	CHEMBL25	True
CIDs00001567	EEF1G	9606.ENSP00000331901	523	0	0	0	523	CHEMBL254951	True
CIDs00001567	RPS2	9606.ENSP00000341885	644	0	0	0	644	CHEMBL254951	True
CIDs00001117	PAPSS1	9606.ENSP00000265174	0	900	362	0	900	CHEMBL1200456	True
CIDs00001117	PAPSS2	9606.ENSP00000406157	0	900	389	0	900	CHEMBL1200456	True
CIDs00001089	PAPSS1	9606.ENSP00000265174	0	800	103	0	800	CHEMBL2097002	True
CIDs00001089	PAPSS2	9606.ENSP00000406157	0	800	188	0	800	CHEMBL2097002	True
CIDs00001023	PAPSS1	9606.ENSP00000265174	0	900	103	0	900	CHEMBL1160571	True
CIDs00001023	PAPSS2	9606.ENSP00000406157	0	900	210	0	900	CHEMBL1160571	True
CIDs00001003	RPL18A	9606.ENSP00000222247	0	900	0	0	900	CHEMBL1187	True
CIDs00001003	RPL4	9606.ENSP00000311430	0	900	110	0	900	CHEMBL1187	True
CIDs00001003	RPL7	9606.ENSP00000339795	0	900	0	0	900	CHEMBL1187	True
CIDs00001003	RPS2	9606.ENSP00000341885	0	900	0	0	900	CHEMBL1187	True
CIDs00001003	RPL3	9606.ENSP00000346001	0	900	145	0	900	CHEMBL1187	True
CIDs00001003	RPS3A	9606.ENSP00000346050	0	900	362	0	900	CHEMBL1187	True
CIDs00001003	ETF1	9606.ENSP00000353741	0	900	106	0	900	CHEMBL1187	True
CIDs00000961	HSF1	9606.ENSP00000431512	0	900	0	0	900	CHEMBL1098659	True
CIDs00000936	HSF1	9606.ENSP00000431512	0	900	0	0	900	CHEMBL1140	True
CIDs00000923	PAPSS1	9606.ENSP00000265174	644	0	241	0	644	PUBCHEM:923	False
CIDs00000923	RPL4	9606.ENSP00000311430	644	0	129	0	644	PUBCHEM:923	False
CIDs00000923	EEF1G	9606.ENSP00000331901	488	0	0	0	488	PUBCHEM:923	False
CIDs00000923	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:923	False
CIDs00000923	RPL3	9606.ENSP00000346001	618	0	0	0	618	PUBCHEM:923	False
CIDs00000923	PAPSS2	9606.ENSP00000406157	644	0	241	0	644	PUBCHEM:923	False
CIDs00000888	EEF1A2	9606.ENSP00000217182	741	0	239	0	741	CHEMBL2146125	True
CIDs00000888	RPL18A	9606.ENSP00000222247	794	0	0	0	794	CHEMBL2146125	True
CIDs00000888	PAPSS1	9606.ENSP00000265174	862	0	233	0	862	CHEMBL2146125	True
CIDs00000888	RPL4	9606.ENSP00000311430	794	0	0	0	794	CHEMBL2146125	True
CIDs00000888	EEF1G	9606.ENSP00000331901	561	0	0	0	561	CHEMBL2146125	True
CIDs00000888	RPL7	9606.ENSP00000339795	794	0	0	0	794	CHEMBL2146125	True
CIDs00000888	RPS2	9606.ENSP00000341885	752	0	0	0	752	CHEMBL2146125	True
CIDs00000888	RPL3	9606.ENSP00000346001	741	0	103	0	741	CHEMBL2146125	True
CIDs00000888	RPS3A	9606.ENSP00000346050	752	0	0	0	752	CHEMBL2146125	True
CIDs00000888	ETF1	9606.ENSP00000353741	755	0	184	0	755	CHEMBL2146125	True
CIDs00000867	EEF1G	9606.ENSP00000331901	561	0	0	0	561	CHEMBL359504	True
CIDs00000783	PAPSS1	9606.ENSP00000265174	0	900	0	0	900	PUBCHEM:783	False
CIDs00000783	PAPSS2	9606.ENSP00000406157	0	900	0	0	900	PUBCHEM:783	False
CIDs00000753	ST6GALNAC1	9606.ENSP00000156626	557	0	0	0	557	CHEMBL692	True
CIDs00000753	PAPSS1	9606.ENSP00000265174	704	800	121	0	941	CHEMBL692	True
CIDs00000753	EEF1G	9606.ENSP00000331901	535	0	185	0	535	CHEMBL692	True
CIDs00000753	PAPSS2	9606.ENSP00000406157	704	0	0	0	704	CHEMBL692	True
CIDs00000753	HSF1	9606.ENSP00000431512	597	0	108	0	597	CHEMBL692	True
CIDs00000564	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL1046	True
CIDs00000564	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL1046	True
CIDs00000564	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL1046	True
CIDs00000546	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL136061	True
CIDs00000546	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL136061	True
CIDs00000546	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL136061	True
CIDs00000544	PAPSS1	9606.ENSP00000265174	0	700	0	0	700	CHEMBL1231071	True
CIDs00000338	HSF1	9606.ENSP00000431512	0	700	0	0	700	CHEMBL2105994	True
CIDs00000312	ST6GALNAC1	9606.ENSP00000156626	557	0	0	0	557	CHEMBL1200547	True
CIDs00000312	PAPSS1	9606.ENSP00000265174	939	0	254	0	939	CHEMBL1200547	True
CIDs00000312	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL1200547	True
CIDs00000312	EEF1G	9606.ENSP00000331901	535	0	124	0	535	CHEMBL1200547	True
CIDs00000312	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL1200547	True
CIDs00000312	RPL3	9606.ENSP00000346001	618	0	104	0	618	CHEMBL1200547	True
CIDs00000312	PAPSS2	9606.ENSP00000406157	704	0	254	0	704	CHEMBL1200547	True
CIDs00000311	PAPSS1	9606.ENSP00000265174	644	0	100	0	644	CHEMBL1261	True
CIDs00000311	RPL4	9606.ENSP00000311430	644	0	125	0	644	CHEMBL1261	True
CIDs00000311	EEF1G	9606.ENSP00000331901	561	0	0	0	561	CHEMBL1261	True
CIDs00000311	PAPSS2	9606.ENSP00000406157	644	0	100	0	644	CHEMBL1261	True
CIDs00000271	PAPSS1	9606.ENSP00000265174	644	0	0	0	644	CHEMBL2146121	True
CIDs00000271	EEF1G	9606.ENSP00000331901	477	0	102	0	477	CHEMBL2146121	True
CIDs00000271	PAPSS2	9606.ENSP00000406157	644	0	0	0	644	CHEMBL2146121	True
CIDs00000242	EEF1G	9606.ENSP00000331901	561	0	112	0	561	CHEMBL1356	True
CIDs00000177	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL170365	True
CIDs00000177	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL170365	True
CIDs00000177	RPS2	9606.ENSP00000341885	644	0	155	0	644	CHEMBL170365	True
CIDs00000177	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL170365	True
