compound_id	canonical_smiles	inchikey	pref_name	max_phase	alogp	mw
CHEMBL513909	CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1	XQVVPGYIWAGRNI-JOCHJYFZSA-N	BI-2536	2.0	3.56	521.67
CHEMBL3990456	Cn1cc(-c2[nH]c3cc(NC(=O)[C@H](N)C4CCCCC4)cc4c3c2C=NNC4=O)cn1	NDEXUOWTGYUVGA-LJQANCHMSA-N			2.49	419.49
CHEMBL2133806	Cn1cc(-c2ccc3nnc(C(F)(F)c4ccc5ncccc5c4)n3n2)cn1	JRWCBEOAFGHNNU-UHFFFAOYSA-N	JNJ-38877605	1.0	3.21	377.36
CHEMBL1789941	N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1	HFNKQEVNSGCOJV-OAHLLOKOSA-N	RUXOLITINIB	4.0	3.47	306.37
CHEMBL554	CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1	BCFGMOOMADDAQU-UHFFFAOYSA-N	LAPATINIB	4.0	6.14	581.07
CHEMBL3187723	Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21	ACWZRVQXLIRSDF-UHFFFAOYSA-N	BINIMETINIB	4.0	3.01	441.23
CHEMBL1614701	Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21	CYOHGALHFOKKQC-UHFFFAOYSA-N	SELUMETINIB	4.0	3.53	457.69
CHEMBL1822792	CN(C[C@@H]1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1	JGEBLDKNWBUGRZ-HXUWFJFHSA-N	MK-2461	2.0	2.15	495.56
CHEMBL2146883	O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1	BSMCAPRUBJMWDF-KRWDZBQOSA-N	COBIMETINIB	4.0	3.78	531.32
CHEMBL2140408	Cc1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccnc(N)n4)cc3)c3ccccc23)c1	IVUGFMLRJOCGAS-UHFFFAOYSA-N	AMG-900	1.0	6.64	503.59
CHEMBL411907	C=CCN(/C=C1/C(=O)O[C@H](COC)[C@@]2(C)C1=C(O)C(=O)C1=C2[C@H](OC(C)=O)C[C@]2(C)C(=O)CC[C@@H]12)CC=C	QIUASFSNWYMDFS-NILGECQDSA-N	SONOLISIB	2.0	3.13	525.60
CHEMBL384304	COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N	JRNJNYBQQYBCLE-UHFFFAOYSA-N	RG-547	2.0	1.41	441.46
CHEMBL2103840	CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12	PIMQWRZWLQKKBJ-SFHVURJKSA-N	DINACICLIB	3.0	2.28	396.50
CHEMBL230011	Nc1nc(N)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1	UJIAQDJKSXQLIT-UHFFFAOYSA-N	TG100-115	2.0	2.33	346.35
CHEMBL4294164	C/C=C(\C)C(=O)O[C@H]1[C@H](O)[C@]2(COC(C)=O)[C@@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2CC1(C)C	VEFSVJGWJQPWFS-ZXKKMYOJSA-N			3.03	806.99
CHEMBL5653589	Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2nn(C)cc12	MWKSRKSEWLRPBL-UHFFFAOYSA-N			5.75	503.49
CHEMBL3752910	Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2c1cnn2C	ZCCPLJOKGAACRT-UHFFFAOYSA-N			5.75	503.49
CHEMBL1232461	CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21	AAAQFGUYHFJNHI-SFHVURJKSA-N	MOLIBRESIB	2.0	3.66	423.90
CHEMBL1221911	C/C(=C\[C@H](C)C(=O)C[C@H](O)CC1CC(=O)NC(=O)C1)[C@@H]1OC(=O)/C=C/CC/C=C/C=C\[C@@H]1C	OYOKHBHOTQDIPM-BRHOHSSQSA-N	LACTIMIDOMYCIN		3.34	457.57
CHEMBL123292	C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)C1	YPHMISFOHDHNIV-FSZOTQKASA-N	CYCLOHEXIMIDE	2.0	1.04	281.35
CHEMBL2303630	CSC[S@@+]([O-])CC(CO)NC(=O)/C=C/c1c(C)[nH]c(=O)[nH]c1=O	XKLZIVIOZDNKEQ-CKIHNWHUSA-N	SPARSOMYCIN	2.0	-1.07	361.45
CHEMBL1802814	COc1ccc(Nc2nc3cc4c(=O)cc(-c5ccc(C(=O)N[C@@H](CC(C)C)C(N)=O)cc5)oc4cc3n2[C@H](C)C2CCCCC2)cc1	JEZQQOPCGJRMDS-IPBJYNAHSA-N			7.33	649.79
CHEMBL1802815	CC(C)CNc1nc2cc3c(=O)cc(-c4ccc(C(=O)N[C@@H](Cc5ccccc5)C(N)=O)cc4)oc3cc2n1Cc1ccccc1	XDQGSQOIWVSUFW-PMERELPUSA-N			5.75	613.72
CHEMBL1802973	CC(C)C[C@H](NC(=O)c1ccc(-c2cc(=O)c3cc([N+](=O)[O-])c(N[C@H](C)C4CCCCC4)cc3o2)cc1)C(N)=O	OYKRHXHJPJWNMX-KOSHJBKYSA-N			5.38	548.64
CHEMBL3799977	C#CCNC(=O)c1ccc(N2N=C(C)/C(=C/c3ccc(-c4cc(C)c(C)cc4[N+](=O)[O-])o3)C2=O)cc1	NPHGQQXLLBUDCN-JCMHNJIXSA-N			4.64	482.50
CHEMBL4066032	CCNc1ccc(-c2[nH]c3cc(C(=O)NCCOCCOC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)ccc3c(=O)c2O)cc1[N+](=O)[O-]	SLTAVSAARNQYTL-AGJHTDJMSA-N			3.26	682.76
CHEMBL4095101	O=C1N[C@H]2[C@H](CS[C@H]2CCCCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCNc2ccc(-c3[nH]c4ccccc4c(=O)c3O)cc2[N+](=O)[O-])N1	ZELHMSIJUWMTIZ-RYUVBBIPSA-N			3.64	964.10
CHEMBL4097524	O=C(O)c1cc(-c2[nH]c3ccccc3c(=O)c2O)ccc1N1CCCCC1	BSVUQTTWPPMTHY-UHFFFAOYSA-N			3.59	364.40
CHEMBL4070348	O=C(O)c1cc(-c2[nH]c3ccccc3c(=O)c2O)ccc1N1CCOCC1	REYDOWUGQFICLN-UHFFFAOYSA-N			2.44	366.37
CHEMBL4094319	NC(=O)c1cc(-c2[nH]c3ccccc3c(=O)c2O)ccc1N1CCCCC1	SBQVZJRVMSRAGO-UHFFFAOYSA-N			2.99	363.42
CHEMBL4072881	NC(=O)c1cc(-c2[nH]c3ccccc3c(=O)c2O)ccc1N1CCOCC1	UZHKYJSLLNBJAR-UHFFFAOYSA-N			1.84	365.39
CHEMBL4067648	CCCCCNC(=O)c1ccc2c(=O)c(O)c(-c3ccc(N4CCCCC4)c(C(N)=O)c3)[nH]c2c1	BGBIJENWTOVPPV-UHFFFAOYSA-N			3.91	476.58
CHEMBL4088864	NC(=O)c1cc(-c2[nH]c3cc(C(=O)NCc4ccccc4)ccc3c(=O)c2O)ccc1N1CCCCC1	VYNPGCZPSZTZMT-UHFFFAOYSA-N			3.92	496.57
CHEMBL4105227	O=c1c(O)c(-c2ccccc2)[nH]c2ccccc12	CVNJPJCBBHOAGM-UHFFFAOYSA-N			2.90	237.26
CHEMBL514569	O=C(O)/C=C/c1nn(Cc2ccc(Cl)cc2Cl)c2cc(C(F)(F)F)ccc12	KYYQMVUKYQCSQY-AATRIKPKSA-N	GAMENDAZOLE		5.51	415.20
CHEMBL4062193	Fc1ccc(Nc2n[nH]c3cc(OC(F)(F)F)cnc23)cc1F	QGIXOJCLJSPCPO-UHFFFAOYSA-N			3.88	330.22
CHEMBL4101680	N#Cc1ccc(-c2n[nH]c3cc(OC(F)(F)F)ccc23)cc1	RIUFXWHYQAUEAO-UHFFFAOYSA-N			4.00	303.24
CHEMBL4093377	FC(F)(F)c1ccc2c(Nc3ccc(Cl)nc3)n[nH]c2c1	GNYBHKXPQGYGCV-UHFFFAOYSA-N			4.37	312.68
CHEMBL4129274	C=CC(=O)Nc1ccccc1Nc1nc(Nc2ccc(N3CCN(CCOCCOCCOCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)CC3)cc2)ncc1Cl	YCWXKQLWMVZSTB-XFKJAIHHSA-N			4.76	851.48
CHEMBL50	O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	REFJWTPEDVJJIY-UHFFFAOYSA-N	QUERCETIN	3.0	1.99	302.24
CHEMBL557848	OC(CO/N=C(\Cl)c1nc2ccccc2o1)CN1CCC(F)(F)CC1	LGTHXKDVZMSHCH-STZFKDTASA-N			2.84	373.79
CHEMBL549777	Cl/C(=N\OCCCN1CCCCC1)c1nc2ccccc2o1	PJXXWSHTTYQILW-CYVLTUHYSA-N			3.62	321.81
CHEMBL564153	O=C(NOCC(O)CN1CCCCC1)c1nc2ccccc2o1	GCCSLRVRBWBWDO-UHFFFAOYSA-N			1.34	319.36
CHEMBL549776	CCCN(CC(O)CO/N=C(\F)c1nc2ccccc2o1)C(C)C	HSDUBVUHXKSXHU-SILNSSARSA-N			2.96	337.40
CHEMBL559728	OC(CO/N=C(/c1nc2ccccc2o1)C(F)(F)F)CN1CCCCC1	DXASMJPYGPLKKT-JCMHNJIXSA-N			2.96	371.36
CHEMBL554519	CO/C(=N\OCC(O)CN1CCCCC1)c1nc2ccccc2o1	RGHPTROFJNQWAL-ZPHPHTNESA-N			2.00	333.39
CHEMBL551320	C/C(=N\OCC(O)CN1CCCCC1)c1nc2ccccc2o1	SXZXKKIJIARIES-CPNJWEJPSA-N			2.42	317.39
CHEMBL562911	OC(CO/N=C/c1nc2ccccc2o1)CN1CCCCC1	CLWDTASMHVZRTD-LICLKQGHSA-N			2.03	303.36
CHEMBL559530	OC(CO/N=C(\Cl)c1cc2ccccc2s1)CN1CCCCC1	JVFLMZQNUVLUAO-ZPHPHTNESA-N			3.67	352.89
CHEMBL569598	OC(CO/N=C(\Cl)c1cc2ccccc2o1)CN1CCCCC1	VHOKVPZBQVXZGP-ZPHPHTNESA-N			3.20	336.82
CHEMBL551057	OC(CO/N=C(\Cl)c1nc2c(ccc3ccccc32)o1)CN1CCCCC1	QMWAWZNQELUIGE-NMWGTECJSA-N			3.74	387.87
CHEMBL551056	CN(C)S(=O)(=O)c1ccc2nc(/C(Cl)=N/OCC(O)CN3CCCCC3)oc2c1	GGLOOTNKQPRWNL-FXBPSFAMSA-N			1.84	444.94
CHEMBL561378	CCS(=O)(=O)c1ccc2oc(/C(Cl)=N/OCC(O)CN3CCCCC3)nc2c1	ZVEMONMPKSDWSS-FXBPSFAMSA-N			2.39	429.93
CHEMBL562322	OC(CO/N=C(\Cl)c1nc2ccc(Cl)cc2o1)CN1CCCCC1	FSGIBVMENYFHMX-HKWRFOASSA-N			3.25	372.25
CHEMBL564420	OC(CO/N=C(\Cl)c1nc2cc(Cl)ccc2o1)CN1CCCCC1	GWXAFJPZWJHIJE-HKWRFOASSA-N			3.25	372.25
CHEMBL550653	Cc1ccc2nc(/C(Cl)=N/OCC(O)CN3CCCCC3)oc2c1	LSSRRTKMJPWXIE-SILNSSARSA-N			2.90	351.83
CHEMBL564701	Cc1ccc2oc(/C(Cl)=N/OCC(O)CN3CCCCC3)nc2c1	SYMUBIYLDHRZBH-SILNSSARSA-N			2.90	351.83
CHEMBL569836	OC(CO/N=C(\Cl)c1nc2cccc(F)c2o1)CN1CCCCC1	GTWGAEZWBFQSFQ-HKWRFOASSA-N			2.73	355.80
CHEMBL550509	OC(CO/N=C(\Cl)c1nc2c(F)cccc2o1)CN1CCCCC1	VFKCULNZHVIHTL-HKWRFOASSA-N			2.73	355.80
CHEMBL551996	OC(CO/N=C(\Cl)c1nc2ccc(F)cc2o1)CN1CCCCC1	BATCUDFKKWTAKE-HKWRFOASSA-N			2.73	355.80
CHEMBL570768	OC(CO/N=C(\Cl)c1nc2cc(F)ccc2o1)CN1CCCCC1	KDDRQUORMWEQCP-HKWRFOASSA-N			2.73	355.80
CHEMBL561059	CC(=O)NCC(O)CO/N=C(\Cl)c1nc2ccccc2o1	GSWSISZNXYDPHB-ATVHPVEESA-N			1.24	311.73
CHEMBL559343	CS(=O)(=O)NCC(O)CO/N=C(\Cl)c1nc2ccccc2o1	UYAKPKVJUYTYCS-WJDWOHSUSA-N			0.65	347.78
CHEMBL564532	CC(C)N(CC(O)CO/N=C(\Cl)c1nc2ccccc2o1)CC1CC1	ULWHQTUGEGHSPA-FXBPSFAMSA-N			3.23	365.86
CHEMBL560380	CC(C)N(CCCF)CC(O)CO/N=C(\Cl)c1nc2ccccc2o1	XMUIAXAWPMRGSZ-PGMHBOJBSA-N			3.18	371.84
CHEMBL561724	CC(C)N(CCO)CC(O)CO/N=C(\Cl)c1nc2ccccc2o1	YUYHTINUBAXYJI-CYVLTUHYSA-N			1.81	355.82
CHEMBL2021570	CCCN(C[C@@H](O)CC/C=C(\Cl)c1nc2ccccc2o1)C(C)C	IETQRJPZMCDISP-HVVQPJKBSA-N			4.67	350.89
CHEMBL2021569	CCCN(C[C@H](O)CC/C=C(\Cl)c1nc2ccccc2o1)C(C)C	IETQRJPZMCDISP-AVIKPIRVSA-N			4.67	350.89
CHEMBL549495	CCCN(CC(O)CO/N=C(\Cl)c1nc2ccccc2o1)C(C)C	XYMHKSJVWXJZNC-SILNSSARSA-N			3.23	353.85
CHEMBL554525	CC(C)N(CC(O)CO/N=C(\Cl)c1nc2ccccc2o1)C(C)(C)C	KOMLXORCKPICOD-PGMHBOJBSA-N			3.61	367.88
CHEMBL558309	CC(C)N(CC(O)CO/N=C(\Cl)c1nc2ccccc2o1)C(C)C	IXVHKNHQTOLKED-SILNSSARSA-N			3.22	353.85
CHEMBL549427	CCCN(CC)CC(O)CO/N=C(\Cl)c1nc2ccccc2o1	YQIUXWANTIQMGP-CYVLTUHYSA-N			2.84	339.82
CHEMBL560657	CCCCN(CCCC)CC(O)CO/N=C(\Cl)c1nc2ccccc2o1	CGTJVKNEPRGCLT-PYCFMQQDSA-N			4.01	381.90
CHEMBL552321	CCCN(CCC)CC(O)CO/N=C(\Cl)c1nc2ccccc2o1	PMCAJNCIVVEHKO-SILNSSARSA-N			3.23	353.85
CHEMBL552320	CCN(CC)CC(O)CO/N=C(\Cl)c1nc2ccccc2o1	QHKFDFZJKZZLAR-JXAWBTAJSA-N			2.45	325.80
CHEMBL557917	CC1CCCC(C)N1CC(O)CO/N=C(\Cl)c1nc2ccccc2o1	WKKHOWMSVUDXPK-FXBPSFAMSA-N			3.37	365.86
CHEMBL561119	CC1CC(C)CN(CC(O)CO/N=C(\Cl)c2nc3ccccc3o2)C1	RAYBYLNFQKRJTQ-FXBPSFAMSA-N			3.08	365.86
CHEMBL570771	OC(CO/N=C(\Cl)c1nc2ccccc2o1)CN1CCCC(F)C1	PEADCECXVCYSMK-HKWRFOASSA-N			2.54	355.80
CHEMBL557507	OC(CO/N=C(\Cl)c1nc2ccccc2o1)CN1CCOCC1	CTJRFBKKRJJDED-JXAWBTAJSA-N			1.44	339.78
CHEMBL550790	OC(CO/N=C(\Cl)c1nc2ccccc2s1)CN1CCCC1	LHHPPGVPAOQVTK-JXAWBTAJSA-N			2.67	339.85
CHEMBL552259	OC(CO/N=C(\Cl)c1nc2ccccc2s1)CN1CCCCC1	GTPYCWICIRTEKV-CYVLTUHYSA-N			3.06	353.88
CHEMBL550179	OC(CO/N=C(\Cl)c1nc2ccccc2o1)CN1CCCCC1	GRYMUFJZFUQPJW-CYVLTUHYSA-N			2.59	337.81
CHEMBL551918	OC(CO/N=C(\Cl)c1nc2ccccc2o1)CN1CCC(F)CC1	IJFZFLBSNJLVKK-HKWRFOASSA-N			2.54	355.80
CHEMBL549837	CCC(C)N(CC(O)CO/N=C(\Cl)c1nc2ccccc2o1)C(C)CC	RXWITBVOSKAWTE-PYCFMQQDSA-N			4.00	381.90
CHEMBL560858	CC(C)(C)NCC(O)CO/N=C(\Cl)c1nc2ccccc2o1	WBYAJYDAQSGUMZ-UYRXBGFRSA-N			2.49	325.80
CHEMBL551995	O=C(NCC(O)CO/N=C(\Cl)c1nc2ccccc2o1)N1CCCCC1	XJIORCSGZBZASM-QNGOZBTKSA-N			2.30	380.83
CHEMBL555689	CCn1nc(-c2cccs2)nc2c(=O)n(C)c(=O)nc1-2	DMDNERFCUCYCGM-UHFFFAOYSA-N			0.59	289.32
CHEMBL570772	CCn1nc(-c2ccc(C)s2)nc2c(=O)n(C)c(=O)nc1-2	DCZKRICJUYYPQG-UHFFFAOYSA-N			0.89	303.35
CHEMBL558247	CCn1nc(-c2ccc(C)s2)[n+]([O-])c2c(=O)n(C)c(=O)nc1-2	TZQKVBGHIPGWQO-UHFFFAOYSA-N			0.13	319.35
CHEMBL556491	CCCCn1nc(-c2ccc(C)s2)nc2c(=O)n(C)c(=O)nc1-2	VTKCLLJBBDNXNR-UHFFFAOYSA-N			1.67	331.40
CHEMBL559594	CCCCn1nc(-c2ccc(C)s2)[n+]([O-])c2c(=O)n(C)c(=O)nc1-2	UDMKVJCASYFONX-UHFFFAOYSA-N			0.91	347.40
CHEMBL564799	CCCCn1nc(-c2ccc(C)o2)nc2c(=O)n(C)c(=O)nc1-2	MYWMFLCKMKZDSX-UHFFFAOYSA-N			1.21	315.33
CHEMBL561125	CCCCn1nc(-c2ccc(C)o2)[n+]([O-])c2c(=O)n(C)c(=O)nc1-2	HOBFQPKNKRULRW-UHFFFAOYSA-N			0.44	331.33
CHEMBL559595	CCn1nc(-c2ccc(C)o2)nc2c(=O)n(C)c(=O)nc1-2	OMBDTWQYYHZDHT-UHFFFAOYSA-N			0.43	287.28
CHEMBL553924	CCn1nc(-c2ccc(C)o2)[n+]([O-])c2c(=O)n(C)c(=O)nc1-2	LUFJFAZMQWSPFA-UHFFFAOYSA-N			-0.34	303.28
CHEMBL562794	CCn1nc(-c2ccco2)nc2c(=O)n(C)c(=O)nc1-2	YPGAYOUQBDJBPU-UHFFFAOYSA-N			0.12	273.25
CHEMBL541255	CCn1nc(-c2ccc[nH]2)nc2c(=O)n(C)c(=O)nc1-2	AWVABKDLGNOOSR-UHFFFAOYSA-N			-0.15	272.27
CHEMBL550516	CCn1nc(-c2ccc[nH]2)[n+]([O-])c2c(=O)n(C)c(=O)nc1-2	RIWXMFLDVRLOKL-UHFFFAOYSA-N			-0.91	288.27
CHEMBL551602	CCCCn1nc(-c2ccc[nH]2)[n+]([O-])c2c(=O)n(C)c(=O)nc1-2	TUXLQABCMXGHAF-UHFFFAOYSA-N			-0.13	316.32
CHEMBL551807	CCn1nc(-c2ncc[nH]2)nc2c(=O)n(C)c(=O)nc1-2	OKOSMOQOOCTLSG-UHFFFAOYSA-N			-0.75	273.26
CHEMBL560663	CCCCn1nc(-c2ncc[nH]2)nc2c(=O)n(C)c(=O)nc1-2	QLOFRZSKJFSZHA-UHFFFAOYSA-N			0.03	301.31
CHEMBL550249	CCCCn1nc(-c2nccs2)nc2c(=O)n(C)c(=O)nc1-2	XJPHETUDAMHBCJ-UHFFFAOYSA-N			0.76	318.36
CHEMBL557716	CCCCn1nc(-c2nc3ccccc3[nH]2)nc2c(=O)n(C)c(=O)nc1-2	IOKNAOGAUUFHHA-UHFFFAOYSA-N			1.18	351.37
CHEMBL558033	CCCCn1nc(-c2ccc3ccccc3n2)nc2c(=O)n(C)c(=O)nc1-2	WURCSYLFHHVRHA-UHFFFAOYSA-N			1.85	362.39
CHEMBL564316	CCCCn1nc(-c2nc3ccccc3s2)nc2c(=O)n(C)c(=O)nc1-2	REUQOCZUYLFNNL-UHFFFAOYSA-N			1.91	368.42
CHEMBL559039	CC(C)CCn1nc(-c2nc3ccccc3s2)nc2c(=O)n(C)c(=O)nc1-2	MYDWOGMGSXXIBZ-UHFFFAOYSA-N			2.16	382.45
CHEMBL550251	CC(C)Cn1nc(-c2nc3ccccc3s2)nc2c(=O)n(C)c(=O)nc1-2	BIUGJTQNFKZQGD-UHFFFAOYSA-N			1.77	368.42
CHEMBL565134	Cn1c(=O)nc2n(Cc3ccccc3)nc(-c3nc4ccccc4s3)nc-2c1=O	KXUYENFWLPLQIV-UHFFFAOYSA-N			2.16	402.44
CHEMBL563049	Cn1c(=O)nc2n(Cc3ccc(F)cc3)nc(-c3nc4ccccc4s3)nc-2c1=O	PBURZDPQGJWXSM-UHFFFAOYSA-N			2.30	420.43
CHEMBL570073	CCCCn1nc(-c2ccccc2)nc2c(=O)n(C)c(=O)nc1-2	VMOXVOYAWMHYEL-UHFFFAOYSA-N			1.30	311.35
CHEMBL561266	Cn1c(=O)nc2[nH]nc(-c3cccs3)nc-2c1=O	PYMBDGBESBGNPX-UHFFFAOYSA-N			0.09	261.27
CHEMBL301982	CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)O)CC[C@]3(C)CC[C@]12C	KQJSQWZMSAGSHN-JJWQIEBTSA-N	CELASTROL		6.70	450.62
CHEMBL561265	CCCn1nc(-c2nc3ccccc3s2)nc2c(=O)n(C)c(=O)nc1-2	STJGZMYHBBYCGB-UHFFFAOYSA-N			1.52	354.40
CHEMBL3286745	Oc1ccc(Cc2ccc(O)c(Cc3ccc(O)cc3)c2)cc1	YQOVRUAPWCGSLC-UHFFFAOYSA-N			3.99	306.36
CHEMBL1240927	O=CN1CC/C(=C/c2ccc3c(c2)OCO3)C1=O	LZGGUFLRKIMBDQ-YHYXMXQVSA-N			1.19	245.23
CHEMBL3609826	CNc1ccc([N+](=O)[O-])c(Nc2ccc3[nH]ncc3c2)n1	NDJJEQIMIJJCLL-UHFFFAOYSA-N			2.65	284.28
CHEMBL3608911	CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2ccccc21	DHJUHRDHIMROAQ-UHFFFAOYSA-N			4.93	420.60
CHEMBL463763	CC(C)[C@]12O[C@H]1[C@@H]1O[C@]13[C@]1(O[C@H]1C[C@H]1C4=C(CC[C@@]13C)C(=O)OC4)[C@@H]2O	DFBIRQPKNDILPW-CIVMWXNOSA-N	TRIPTOLIDE	3.0	1.10	360.41
CHEMBL3937369	c1cnc2ncn(-c3cc(Nc4ccc(OCCN5CCCCC5)cn4)ncn3)c2c1	CODOEMQMKTTYRW-UHFFFAOYSA-N			3.21	416.49
CHEMBL3975567	CN1CCC[C@H]1COc1ccc(Nc2cc(-n3cnc4ncccc43)ncn2)nc1	KXBKPNSSZAFEBH-HNNXBMFYSA-N			2.82	402.46
CHEMBL3946252	CN(C)C1CCN(c2ccc(Nc3cc(-n4cnc5ccccc54)ncn3)nc2)CC1	KWBCXZRKOCGHBO-UHFFFAOYSA-N			3.48	414.52
CHEMBL3947240	C[C@H]1CN(C)CCN1c1ccc(Nc2cc(-n3cnc4ccccc43)ncn2)nc1	NLHYGQYUFSGNSW-INIZCTEOSA-N			3.09	400.49
CHEMBL3919459	CN1CCN(c2ccc(Nc3cc(-n4cnc5ccccc54)ncn3)nc2)CC1	AWYBHCVXZFMJHV-UHFFFAOYSA-N			2.71	386.46
CHEMBL3955977	CN1CCC(Oc2ccc(Nc3cc(-n4cnc5ccccc54)ncn3)nc2)CC1	SNDUMMORNAWFFB-UHFFFAOYSA-N			3.43	401.47
CHEMBL3928361	c1ccc2c(c1)ncn2-c1cc(Nc2ccc(OCCN3CCCCC3)cn2)ncn1	QLQYWGHSSLXLOS-UHFFFAOYSA-N			3.82	415.50
CHEMBL3900925	c1ccc2c(c1)ncn2-c1cc(Nc2ccc(OCCN3CCOCC3)cn2)ncn1	REJHOMMDDHCCJU-UHFFFAOYSA-N			2.67	417.47
CHEMBL3972065	CN1CCC[C@@H]1COc1ccc(Nc2cc(-n3cnc4ccccc43)ncn2)nc1	JCQSAYNTEFQHGH-MRXNPFEDSA-N			3.43	401.47
CHEMBL3953713	CN1CCC[C@H]1COc1ccc(Nc2cc(-n3cnc4ccccc43)ncn2)nc1	JCQSAYNTEFQHGH-INIZCTEOSA-N			3.43	401.47
CHEMBL3901185	CN(C)CCCc1ccc(Nc2cc(-n3cnc4ccccc43)ncn2)nc1	NYPBFUANCHGSJU-UHFFFAOYSA-N			3.45	373.46
CHEMBL3944589	c1ccc(Nc2cc(-n3cnc4ccccc43)ncn2)nc1	UWHMFXHWZZSXIB-UHFFFAOYSA-N			2.95	288.31
CHEMBL3916672	Cc1nc2ccccc2n1-c1cc(Nc2ccc(OCCN(C)C)cn2)ncn1	JEYSCBUEDROHLD-UHFFFAOYSA-N			3.20	389.46
CHEMBL3964729	Cc1ccc2ncn(-c3cc(Nc4ccc(OCCN(C)C)cn4)ncn3)c2c1	HRGRQFYTVDLKEE-UHFFFAOYSA-N			3.20	389.46
CHEMBL3911352	CN(C)CCOc1ccc(Nc2cc(-n3cnc4ncccc43)ncn2)nc1	YTWDOCYUHJCFCG-UHFFFAOYSA-N			2.29	376.42
CHEMBL3936187	CN(C)CCOc1ccc(Nc2cc(-n3cnc4cccnc43)ncn2)nc1	GZDZXLOEMPRVPY-UHFFFAOYSA-N			2.29	376.42
CHEMBL3957716	CN(C)CCOc1ccc(Nc2cc(-c3cnc4ccccc4c3)ncn2)nc1	KKRQOIYKNDNQMA-UHFFFAOYSA-N			3.77	386.46
CHEMBL3891011	CN(C)CCOc1ccc(Nc2cc(-n3ccc4ccccc43)ncn2)nc1	JCMNYBKEMOQWKZ-UHFFFAOYSA-N			3.50	374.45
CHEMBL3969412	CN(C)CCOc1ccc(Nc2cc(-n3ncc4ccccc43)ncn2)nc1	AEBNOAWQIVZRLB-UHFFFAOYSA-N			2.89	375.44
CHEMBL3922414	CN(C)CCOc1ccc(Nc2cc(-n3ccnc3)ncn2)nc1	PKZBARFMXVRZEC-UHFFFAOYSA-N			1.74	325.38
CHEMBL3973213	Cc1c(Nc2ccc(OCCN(C)C)cn2)ncnc1-n1cnc2ccccc21	AZULLIZFHKGTQS-UHFFFAOYSA-N			3.20	389.46
CHEMBL3983798	CN(C)CCCOc1ccc(Nc2cc(-n3cnc4ccccc43)ncn2)nc1	VKUXBRRQHBTQPW-UHFFFAOYSA-N			3.28	389.46
CHEMBL3919811	CN(C)CCOc1ccc(Nc2cc(-n3cnc4ccccc43)ncn2)nc1	CQLFRGIYOHYSJV-UHFFFAOYSA-N			2.89	375.44
CHEMBL3923966	CN(C)CCOc1ccc(Nc2cc(-n3cnc4ccccc43)ncn2)cc1	SJFVFISZPLTGLW-UHFFFAOYSA-N			3.50	374.45
CHEMBL3905315	OCCc1ccc(Nc2cc(-n3cnc4ccccc43)ncn2)cc1	IARVJKWXSVNCEZ-UHFFFAOYSA-N			3.09	331.38
CHEMBL3967087	CC(C)(C)c1cnc(CSc2cnc(NC(=O)N3CCNCC3)s2)o1	YTFMKHAFPHBMNE-UHFFFAOYSA-N			3.16	381.53
