compound_id	target_chembl_id	protein_id	standard_type	standard_relation	standard_value	standard_units	pchembl_value	assay_type	assay_chembl_id	target_organism	data_validity_comment	activity_comment
CHEMBL560663	CHEMBL5869	HSF1	Activity					B	CHEMBL1063218	Homo sapiens		
CHEMBL550249	CHEMBL5869	HSF1	Activity					B	CHEMBL1063218	Homo sapiens		
CHEMBL557716	CHEMBL5869	HSF1	Activity					B	CHEMBL1063218	Homo sapiens		
CHEMBL558033	CHEMBL5869	HSF1	Activity					B	CHEMBL1063218	Homo sapiens		
CHEMBL564316	CHEMBL5869	HSF1	Activity					B	CHEMBL1063218	Homo sapiens		
CHEMBL559039	CHEMBL5869	HSF1	Activity					B	CHEMBL1063218	Homo sapiens		
CHEMBL550251	CHEMBL5869	HSF1	Activity					B	CHEMBL1063218	Homo sapiens		
CHEMBL561265	CHEMBL5869	HSF1	Activity					B	CHEMBL1063218	Homo sapiens		
CHEMBL565134	CHEMBL5869	HSF1	Activity					B	CHEMBL1063218	Homo sapiens		
CHEMBL563049	CHEMBL5869	HSF1	Activity					B	CHEMBL1063218	Homo sapiens		
CHEMBL570073	CHEMBL5869	HSF1	Activity					B	CHEMBL1063218	Homo sapiens		
CHEMBL561266	CHEMBL5869	HSF1	Activity					B	CHEMBL1063218	Homo sapiens		
CHEMBL301982	CHEMBL5869	HSF1	EC50	=	2600.0	nM	5.58	B	CHEMBL1063218	Homo sapiens		
CHEMBL3286745	CHEMBL5869	HSF1	Inhibition			%		B	CHEMBL3295291	Homo sapiens		Dose-dependent effect
CHEMBL3286745	CHEMBL5869	HSF1	Inhibition			%		B	CHEMBL3295292	Homo sapiens		Dose-dependent effect
CHEMBL3286745	CHEMBL5869	HSF1	Inhibition			%		B	CHEMBL3295295	Homo sapiens		
CHEMBL3286745	CHEMBL5869	HSF1	Inhibition			%		B	CHEMBL3295296	Homo sapiens		
CHEMBL3286745	CHEMBL5869	HSF1	Inhibition			%		B	CHEMBL3295297	Homo sapiens		
CHEMBL3286745	CHEMBL5869	HSF1	Inhibition			%		B	CHEMBL3295298	Homo sapiens		
CHEMBL3286745	CHEMBL5869	HSF1	Inhibition			%		B	CHEMBL3295299	Homo sapiens		
CHEMBL3286745	CHEMBL5869	HSF1	Inhibition			%		B	CHEMBL3295300	Homo sapiens		
CHEMBL3286745	CHEMBL5869	HSF1	Inhibition			%		B	CHEMBL3295301	Homo sapiens		Dose-dependent effect
CHEMBL3286745	CHEMBL5869	HSF1	Inhibition			%		B	CHEMBL3295302	Homo sapiens		Dose-dependent effect
CHEMBL3286745	CHEMBL5869	HSF1	Inhibition			%		B	CHEMBL3295555	Homo sapiens		Dose-dependent effect
CHEMBL3286745	CHEMBL5869	HSF1	Inhibition			%		B	CHEMBL3295556	Homo sapiens		tde
CHEMBL3286745	CHEMBL5869	HSF1	Inhibition			%		B	CHEMBL3295557	Homo sapiens		tde
CHEMBL3286745	CHEMBL5869	HSF1	Inhibition			%		B	CHEMBL3295558	Homo sapiens		tde
CHEMBL3286745	CHEMBL5869	HSF1	Activity					B	CHEMBL3295559	Homo sapiens		
CHEMBL3286745	CHEMBL5869	HSF1	Activity					B	CHEMBL3295561	Homo sapiens		Dose-dependent effect
CHEMBL3286745	CHEMBL5869	HSF1	Activity					B	CHEMBL3295562	Homo sapiens		
CHEMBL3286745	CHEMBL5869	HSF1	Activity					B	CHEMBL3295563	Homo sapiens		
CHEMBL123292	CHEMBL5869	HSF1	Activity					B	CHEMBL3295560	Homo sapiens		
CHEMBL1240927	CHEMBL5869	HSF1	Activity	=	84.0	%		B	CHEMBL3610927	Homo sapiens		
CHEMBL1240927	CHEMBL5869	HSF1	Activity	=	57.0	%		B	CHEMBL3610928	Homo sapiens		
CHEMBL1240927	CHEMBL5869	HSF1	Activity	=	99.0	%		B	CHEMBL3611044	Homo sapiens		
CHEMBL1240927	CHEMBL5869	HSF1	Activity	=	20.0	%		B	CHEMBL3611045	Homo sapiens		
CHEMBL1240927	CHEMBL5869	HSF1	Activity	=	72.0	%		B	CHEMBL3611046	Homo sapiens		
CHEMBL1240927	CHEMBL5869	HSF1	Activity	=	52.0	%		B	CHEMBL3611047	Homo sapiens		
CHEMBL1240927	CHEMBL5869	HSF1	Activity	=	75.0	%		B	CHEMBL3611048	Homo sapiens		
CHEMBL3609826	CHEMBL5869	HSF1	IC50	=	1200.0	nM	5.92	B	CHEMBL3610506	Homo sapiens		
CHEMBL3608911	CHEMBL5869	HSF1	Activity	=	30.0	%		B	CHEMBL3611053	Homo sapiens		
CHEMBL3608911	CHEMBL5869	HSF1	Activity	=	50.0	%		B	CHEMBL3611054	Homo sapiens		
CHEMBL3608911	CHEMBL5869	HSF1	Activity	=	30.0	%		B	CHEMBL3611055	Homo sapiens		
CHEMBL3608911	CHEMBL5869	HSF1	Activity	=	77.0	%		B	CHEMBL3611056	Homo sapiens		
CHEMBL3608911	CHEMBL5869	HSF1	Activity	=	60.0	%		B	CHEMBL3611057	Homo sapiens		
CHEMBL3608911	CHEMBL5869	HSF1	Activity	=	64.0	%		B	CHEMBL3611058	Homo sapiens		
CHEMBL3608911	CHEMBL5869	HSF1	Activity	=	55.0	%		B	CHEMBL3611059	Homo sapiens		
CHEMBL3608911	CHEMBL5869	HSF1	Activity	=	77.0	%		B	CHEMBL3611060	Homo sapiens		
CHEMBL3608911	CHEMBL5869	HSF1	Activity	=	50.0	%		B	CHEMBL3611061	Homo sapiens		
CHEMBL3608911	CHEMBL5869	HSF1	Activity	=	95.0	%		B	CHEMBL3611062	Homo sapiens		
CHEMBL3608911	CHEMBL5869	HSF1	Activity	>	99.0	%		B	CHEMBL3611063	Homo sapiens		
CHEMBL50	CHEMBL5869	HSF1	IC50	>	50000.0	nM		B	CHEMBL3610505	Homo sapiens		
CHEMBL50	CHEMBL5869	HSF1	Activity	=	71.0	%		B	CHEMBL3610927	Homo sapiens		
CHEMBL50	CHEMBL5869	HSF1	Activity	=	35.0	%		B	CHEMBL3610928	Homo sapiens		
CHEMBL50	CHEMBL5869	HSF1	Activity	=	30.0	%		B	CHEMBL3610929	Homo sapiens		
CHEMBL50	CHEMBL5869	HSF1	Activity	=	15.0	%		B	CHEMBL3611038	Homo sapiens		
CHEMBL50	CHEMBL5869	HSF1	Activity	=	30.0	%		B	CHEMBL3611039	Homo sapiens		
CHEMBL50	CHEMBL5869	HSF1	Activity	=	61.0	%		B	CHEMBL3611040	Homo sapiens		
CHEMBL50	CHEMBL5869	HSF1	Activity	=	43.0	%		B	CHEMBL3611041	Homo sapiens		
CHEMBL50	CHEMBL5869	HSF1	Activity	>	90.0	%		B	CHEMBL3611042	Homo sapiens		
CHEMBL50	CHEMBL5869	HSF1	Activity	=	30.0	%		B	CHEMBL3611043	Homo sapiens		
CHEMBL463763	CHEMBL5869	HSF1	Activity	=	45.0	%		B	CHEMBL3611049	Homo sapiens		
CHEMBL463763	CHEMBL5869	HSF1	Activity	=	35.0	%		B	CHEMBL3611050	Homo sapiens		
CHEMBL463763	CHEMBL5869	HSF1	Activity	=	40.0	%		B	CHEMBL3611051	Homo sapiens		
CHEMBL463763	CHEMBL5869	HSF1	Activity	=	45.0	%		B	CHEMBL3611052	Homo sapiens		
CHEMBL3937369	CHEMBL5869	HSF1	IC50	=	15.0	nM	7.82	B	CHEMBL3862045	Homo sapiens		
CHEMBL3975567	CHEMBL5869	HSF1	IC50	=	14.0	nM	7.85	B	CHEMBL3862045	Homo sapiens		
CHEMBL3946252	CHEMBL5869	HSF1	IC50	=	610.0	nM	6.21	B	CHEMBL3862045	Homo sapiens		
CHEMBL3947240	CHEMBL5869	HSF1	IC50	=	1380.0	nM	5.86	B	CHEMBL3862045	Homo sapiens		
CHEMBL3919459	CHEMBL5869	HSF1	IC50	=	450.0	nM	6.35	B	CHEMBL3862045	Homo sapiens		
CHEMBL3955977	CHEMBL5869	HSF1	IC50	=	884.0	nM	6.05	B	CHEMBL3862045	Homo sapiens		
CHEMBL3928361	CHEMBL5869	HSF1	IC50	=	57.0	nM	7.24	B	CHEMBL3862045	Homo sapiens		
CHEMBL3900925	CHEMBL5869	HSF1	IC50	=	295.0	nM	6.53	B	CHEMBL3862045	Homo sapiens		
CHEMBL3972065	CHEMBL5869	HSF1	IC50	=	45.0	nM	7.35	B	CHEMBL3862045	Homo sapiens		
CHEMBL3953713	CHEMBL5869	HSF1	IC50	=	55.0	nM	7.26	B	CHEMBL3862045	Homo sapiens		
CHEMBL3901185	CHEMBL5869	HSF1	IC50	=	198.0	nM	6.70	B	CHEMBL3862045	Homo sapiens		
CHEMBL3944589	CHEMBL5869	HSF1	IC50	=	842.0	nM	6.08	B	CHEMBL3862045	Homo sapiens		
CHEMBL3916672	CHEMBL5869	HSF1	IC50	=	4280.0	nM	5.37	B	CHEMBL3862045	Homo sapiens		
CHEMBL3964729	CHEMBL5869	HSF1	IC50	=	39.0	nM	7.41	B	CHEMBL3862045	Homo sapiens		
CHEMBL3911352	CHEMBL5869	HSF1	IC50	=	28.0	nM	7.55	B	CHEMBL3862045	Homo sapiens		
CHEMBL3936187	CHEMBL5869	HSF1	IC50	=	760.0	nM	6.12	B	CHEMBL3862045	Homo sapiens		
CHEMBL3957716	CHEMBL5869	HSF1	IC50	=	17600.0	nM	4.75	B	CHEMBL3862045	Homo sapiens		
CHEMBL3891011	CHEMBL5869	HSF1	IC50	=	2330.0	nM	5.63	B	CHEMBL3862045	Homo sapiens		
CHEMBL3969412	CHEMBL5869	HSF1	IC50	>	30000.0	nM		B	CHEMBL3862045	Homo sapiens		
CHEMBL3922414	CHEMBL5869	HSF1	IC50	=	6150.0	nM	5.21	B	CHEMBL3862045	Homo sapiens		
CHEMBL3973213	CHEMBL5869	HSF1	IC50	>	30000.0	nM		B	CHEMBL3862045	Homo sapiens		
CHEMBL3983798	CHEMBL5869	HSF1	IC50	=	165.0	nM	6.78	B	CHEMBL3862045	Homo sapiens		
CHEMBL3919811	CHEMBL5869	HSF1	IC50	=	80.0	nM	7.10	B	CHEMBL3862045	Homo sapiens		
CHEMBL3923966	CHEMBL5869	HSF1	IC50	=	1350.0	nM	5.87	B	CHEMBL3862045	Homo sapiens		
CHEMBL3905315	CHEMBL5869	HSF1	IC50	=	2000.0	nM	5.70	B	CHEMBL3862045	Homo sapiens		
CHEMBL3937369	CHEMBL5869	HSF1	IC50	=	15.0	nM	7.82	B	CHEMBL3862054	Homo sapiens		
CHEMBL3967087	CHEMBL5869	HSF1	IC50	=	750.0	nM	6.12	B	CHEMBL3862054	Homo sapiens		
CHEMBL2103840	CHEMBL5869	HSF1	IC50	=	7.0	nM	8.15	B	CHEMBL3862054	Homo sapiens		
CHEMBL4070633	CHEMBL5869	HSF1	IC50	=	2.8	nM	8.55	B	CHEMBL4001272	Homo sapiens		
CHEMBL4070633	CHEMBL5869	HSF1	IC50	=	2.818	nM	8.55	B	CHEMBL4001272	Homo sapiens		
CHEMBL4070633	CHEMBL5869	HSF1	IC50	=	67.61	nM	7.17	B	CHEMBL4001310	Homo sapiens		
CHEMBL4087666	CHEMBL5869	HSF1	IC50	=	39.81	nM	7.40	B	CHEMBL4001282	Homo sapiens		
CHEMBL4087666	CHEMBL5869	HSF1	IC50	=	40.0	nM	7.40	B	CHEMBL4001282	Homo sapiens		
CHEMBL4070633	CHEMBL5869	HSF1	IC50	=	68.0	nM	7.17	B	CHEMBL4001310	Homo sapiens		
CHEMBL4082534	CHEMBL5869	HSF1	IC50	>	10000.0	nM		B	CHEMBL4001310	Homo sapiens		
CHEMBL4082534	CHEMBL5869	HSF1	IC50	>	10000.0	nM		B	CHEMBL4001310	Homo sapiens		
CHEMBL4066791	CHEMBL5869	HSF1	IC50	>	10000.0	nM		B	CHEMBL4001310	Homo sapiens		
CHEMBL4066791	CHEMBL5869	HSF1	IC50	>	10000.0	nM		B	CHEMBL4001310	Homo sapiens		
CHEMBL4077078	CHEMBL5869	HSF1	IC50	=	446.68	nM	6.35	B	CHEMBL4001310	Homo sapiens		
CHEMBL4077078	CHEMBL5869	HSF1	IC50	=	450.0	nM	6.35	B	CHEMBL4001310	Homo sapiens		
CHEMBL4099031	CHEMBL5869	HSF1	IC50	=	2570.4	nM	5.59	B	CHEMBL4001310	Homo sapiens		
CHEMBL4099031	CHEMBL5869	HSF1	IC50	=	2600.0	nM	5.58	B	CHEMBL4001310	Homo sapiens		
CHEMBL4063438	CHEMBL5869	HSF1	IC50	>	10000.0	nM		B	CHEMBL4001310	Homo sapiens		
CHEMBL4063438	CHEMBL5869	HSF1	IC50	>	10000.0	nM		B	CHEMBL4001310	Homo sapiens		
CHEMBL4091297	CHEMBL5869	HSF1	IC50	>	10000.0	nM		B	CHEMBL4001310	Homo sapiens		
CHEMBL4091297	CHEMBL5869	HSF1	IC50	>	10000.0	nM		B	CHEMBL4001310	Homo sapiens		
CHEMBL4081256	CHEMBL5869	HSF1	IC50	>	10000.0	nM		B	CHEMBL4001310	Homo sapiens		
CHEMBL4081256	CHEMBL5869	HSF1	IC50	>	10000.0	nM		B	CHEMBL4001310	Homo sapiens		
CHEMBL4077611	CHEMBL5869	HSF1	IC50	>	10000.0	nM		B	CHEMBL4001310	Homo sapiens		
CHEMBL4077611	CHEMBL5869	HSF1	IC50	>	10000.0	nM		B	CHEMBL4001310	Homo sapiens		
CHEMBL4063608	CHEMBL5869	HSF1	IC50	>	10000.0	nM		B	CHEMBL4001310	Homo sapiens		
CHEMBL4063608	CHEMBL5869	HSF1	IC50	>	10000.0	nM		B	CHEMBL4001310	Homo sapiens		
CHEMBL4063330	CHEMBL5869	HSF1	IC50	=	12.02	nM	7.92	B	CHEMBL4001310	Homo sapiens		
CHEMBL4063330	CHEMBL5869	HSF1	IC50	=	12.0	nM	7.92	B	CHEMBL4001310	Homo sapiens		
CHEMBL4069552	CHEMBL5869	HSF1	IC50	=	51.29	nM	7.29	B	CHEMBL4001310	Homo sapiens		
CHEMBL4069552	CHEMBL5869	HSF1	IC50	=	51.0	nM	7.29	B	CHEMBL4001310	Homo sapiens		
CHEMBL4096048	CHEMBL5869	HSF1	IC50	=	223.87	nM	6.65	B	CHEMBL4001310	Homo sapiens		
CHEMBL4096048	CHEMBL5869	HSF1	IC50	=	220.0	nM	6.66	B	CHEMBL4001310	Homo sapiens		
CHEMBL4087666	CHEMBL5869	HSF1	IC50	=	18.62	nM	7.73	B	CHEMBL4001310	Homo sapiens		
CHEMBL4087666	CHEMBL5869	HSF1	IC50	=	19.0	nM	7.72	B	CHEMBL4001310	Homo sapiens		
CHEMBL2028663	CHEMBL5869	HSF1	IC50	>	10000.0	nM		B	CHEMBL4001310	Homo sapiens		
CHEMBL2028663	CHEMBL5869	HSF1	IC50	>	10000.0	nM		B	CHEMBL4001310	Homo sapiens		
CHEMBL1229517	CHEMBL5869	HSF1	IC50	>	10000.0	nM		B	CHEMBL4001310	Homo sapiens		
CHEMBL1229517	CHEMBL5869	HSF1	IC50	>	10000.0	nM		B	CHEMBL4001310	Homo sapiens		
CHEMBL558752	CHEMBL5869	HSF1	IC50	>	10000.0	nM		B	CHEMBL4001310	Homo sapiens		
CHEMBL558752	CHEMBL5869	HSF1	IC50	>	10000.0	nM		B	CHEMBL4001310	Homo sapiens		
CHEMBL3125890	CHEMBL5869	HSF1	IC50	>	10000.0	nM		B	CHEMBL4001310	Homo sapiens		
CHEMBL3125890	CHEMBL5869	HSF1	IC50	>	10000.0	nM		B	CHEMBL4001310	Homo sapiens		
CHEMBL2144069	CHEMBL5869	HSF1	IC50	>	10000.0	nM		B	CHEMBL4001310	Homo sapiens		
CHEMBL2144069	CHEMBL5869	HSF1	IC50	>	10000.0	nM		B	CHEMBL4001310	Homo sapiens		
CHEMBL525191	CHEMBL5869	HSF1	IC50	>	10000.0	nM		B	CHEMBL4001310	Homo sapiens		
CHEMBL525191	CHEMBL5869	HSF1	IC50	>	10000.0	nM		B	CHEMBL4001310	Homo sapiens		
CHEMBL4070302	CHEMBL5869	HSF1	IC50	=	114.82	nM	6.94	B	CHEMBL4001310	Homo sapiens		
CHEMBL4070302	CHEMBL5869	HSF1	IC50	=	120.0	nM	6.92	B	CHEMBL4001310	Homo sapiens		
CHEMBL4091953	CHEMBL5869	HSF1	IC50	>	10000.0	nM		B	CHEMBL4001310	Homo sapiens		
CHEMBL4091953	CHEMBL5869	HSF1	IC50	>	10000.0	nM		B	CHEMBL4001310	Homo sapiens		
CHEMBL4102297	CHEMBL5869	HSF1	IC50	=	26.0	nM	7.58	B	CHEMBL4001310	Homo sapiens		
CHEMBL4102297	CHEMBL5869	HSF1	IC50	=	26.3	nM	7.58	B	CHEMBL4001310	Homo sapiens		
CHEMBL4087666	CHEMBL5869	HSF1	Inhibition			%		B	CHEMBL4001313	Homo sapiens		
CHEMBL186526	CHEMBL5869	HSF1	IC50	>	10000.0	nM		B	CHEMBL4001310	Homo sapiens		
CHEMBL186526	CHEMBL5869	HSF1	IC50	>	10000.0	nM		B	CHEMBL4001310	Homo sapiens		
CHEMBL4101619	CHEMBL5869	HSF1	Inhibition			%		B	CHEMBL4012592	Homo sapiens		
CHEMBL4083615	CHEMBL5869	HSF1	Inhibition			%		B	CHEMBL4012592	Homo sapiens		
CHEMBL4076337	CHEMBL5869	HSF1	Inhibition			%		B	CHEMBL4012592	Homo sapiens		
CHEMBL4066800	CHEMBL5869	HSF1	Inhibition			%		B	CHEMBL4012592	Homo sapiens		
CHEMBL4066949	CHEMBL5869	HSF1	Inhibition			%		B	CHEMBL4012592	Homo sapiens		
CHEMBL4071793	CHEMBL5869	HSF1	Inhibition			%		B	CHEMBL4012592	Homo sapiens		
CHEMBL4076144	CHEMBL5869	HSF1	Inhibition			%		B	CHEMBL4012592	Homo sapiens		
CHEMBL4072087	CHEMBL5869	HSF1	Inhibition			%		B	CHEMBL4012592	Homo sapiens		
CHEMBL4098083	CHEMBL5869	HSF1	Inhibition			%		B	CHEMBL4012592	Homo sapiens		
CHEMBL4090359	CHEMBL5869	HSF1	Inhibition			%		B	CHEMBL4012592	Homo sapiens		
CHEMBL4100535	CHEMBL5869	HSF1	Inhibition			%		B	CHEMBL4012592	Homo sapiens		
CHEMBL4094691	CHEMBL5869	HSF1	Inhibition			%		B	CHEMBL4012593	Homo sapiens		
CHEMBL188678	CHEMBL5869	HSF1	Inhibition			%		B	CHEMBL4012617	Homo sapiens		
CHEMBL242529	CHEMBL5869	HSF1	Activity					B	CHEMBL4192856	Homo sapiens		
CHEMBL501870	CHEMBL5869	HSF1	Activity					B	CHEMBL4192856	Homo sapiens		
CHEMBL4207280	CHEMBL5869	HSF1	Activity					B	CHEMBL4192856	Homo sapiens		
CHEMBL4207816	CHEMBL5869	HSF1	Activity					B	CHEMBL4192856	Homo sapiens		
CHEMBL242529	CHEMBL5869	HSF1	Activity					B	CHEMBL4192858	Homo sapiens		
CHEMBL501870	CHEMBL5869	HSF1	Activity					B	CHEMBL4192858	Homo sapiens		
CHEMBL4207280	CHEMBL5869	HSF1	Activity					B	CHEMBL4192858	Homo sapiens		
CHEMBL4207816	CHEMBL5869	HSF1	Activity					B	CHEMBL4192858	Homo sapiens		
CHEMBL242529	CHEMBL5869	HSF1	Activity					B	CHEMBL4192860	Homo sapiens		
CHEMBL501870	CHEMBL5869	HSF1	Activity					B	CHEMBL4192860	Homo sapiens		
CHEMBL4207280	CHEMBL5869	HSF1	Activity					B	CHEMBL4192860	Homo sapiens		
CHEMBL4207816	CHEMBL5869	HSF1	Activity					B	CHEMBL4192860	Homo sapiens		
CHEMBL242529	CHEMBL5869	HSF1	Activity					B	CHEMBL4192861	Homo sapiens		
CHEMBL501870	CHEMBL5869	HSF1	Activity					B	CHEMBL4192861	Homo sapiens		
CHEMBL4207280	CHEMBL5869	HSF1	Activity					B	CHEMBL4192861	Homo sapiens		
CHEMBL4207816	CHEMBL5869	HSF1	Activity					B	CHEMBL4192861	Homo sapiens		
CHEMBL301982	CHEMBL5869	HSF1	Activity					B	CHEMBL4192863	Homo sapiens		
CHEMBL301982	CHEMBL5869	HSF1	Activity					B	CHEMBL4192864	Homo sapiens		
CHEMBL242529	CHEMBL5869	HSF1	Activity					B	CHEMBL4192862	Homo sapiens		
CHEMBL501870	CHEMBL5869	HSF1	Activity					B	CHEMBL4192862	Homo sapiens		
CHEMBL242529	CHEMBL5869	HSF1	Activity					B	CHEMBL4192865	Homo sapiens		
CHEMBL501870	CHEMBL5869	HSF1	Activity					B	CHEMBL4192865	Homo sapiens		
CHEMBL242529	CHEMBL5869	HSF1	Activity					B	CHEMBL4192866	Homo sapiens		
CHEMBL501870	CHEMBL5869	HSF1	Activity					B	CHEMBL4192866	Homo sapiens		
CHEMBL242529	CHEMBL5869	HSF1	Activity					B	CHEMBL4192867	Homo sapiens		
CHEMBL501870	CHEMBL5869	HSF1	Activity					B	CHEMBL4192867	Homo sapiens		
CHEMBL242529	CHEMBL5869	HSF1	Activity					B	CHEMBL4192869	Homo sapiens		
CHEMBL501870	CHEMBL5869	HSF1	Activity					B	CHEMBL4192869	Homo sapiens		
CHEMBL501870	CHEMBL5869	HSF1	Activity					B	CHEMBL4192896	Homo sapiens		Tde
CHEMBL242529	CHEMBL5869	HSF1	Activity					B	CHEMBL4192897	Homo sapiens		Dose-dependent effect
CHEMBL242529	CHEMBL5869	HSF1	Activity					B	CHEMBL4192898	Homo sapiens		
CHEMBL501870	CHEMBL5869	HSF1	Activity					B	CHEMBL4192898	Homo sapiens		
CHEMBL242529	CHEMBL5869	HSF1	Activity					B	CHEMBL4192899	Homo sapiens		
CHEMBL501870	CHEMBL5869	HSF1	Activity					B	CHEMBL4192899	Homo sapiens		
CHEMBL4288307	CHEMBL5869	HSF1	Inhibition	=	-28.0	%		B	CHEMBL4271491	Homo sapiens	Outside typical range	
CHEMBL4280406	CHEMBL5869	HSF1	Inhibition	=	8.1	%		B	CHEMBL4271491	Homo sapiens		
CHEMBL4283002	CHEMBL5869	HSF1	Inhibition	=	-39.0	%		B	CHEMBL4271491	Homo sapiens	Outside typical range	
CHEMBL4293586	CHEMBL5869	HSF1	Inhibition	>	100.0	%		B	CHEMBL4271491	Homo sapiens		
CHEMBL4288525	CHEMBL5869	HSF1	Inhibition			%		B	CHEMBL4271491	Homo sapiens		Not Determined
CHEMBL4277867	CHEMBL5869	HSF1	Inhibition	=	8.2	%		B	CHEMBL4271491	Homo sapiens		
CHEMBL4285168	CHEMBL5869	HSF1	Inhibition	=	27.0	%		B	CHEMBL4271491	Homo sapiens		
CHEMBL4293003	CHEMBL5869	HSF1	Inhibition	=	22.0	%		B	CHEMBL4271491	Homo sapiens		
CHEMBL4276798	CHEMBL5869	HSF1	Inhibition	=	-150.0	%		B	CHEMBL4271491	Homo sapiens	Outside typical range	
CHEMBL4284740	CHEMBL5869	HSF1	Inhibition	=	64.0	%		B	CHEMBL4271491	Homo sapiens		
CHEMBL4291948	CHEMBL5869	HSF1	Inhibition	=	0.4	%		B	CHEMBL4271491	Homo sapiens		
CHEMBL4281330	CHEMBL5869	HSF1	Inhibition	=	21.0	%		B	CHEMBL4271491	Homo sapiens		
CHEMBL4293406	CHEMBL5869	HSF1	Inhibition	=	91.0	%		B	CHEMBL4271491	Homo sapiens		
CHEMBL4284740	CHEMBL5869	HSF1	IC50	=	150000.0	nM		B	CHEMBL4271493	Homo sapiens	Outside typical range	
CHEMBL4293406	CHEMBL5869	HSF1	IC50	=	13000.0	nM	4.89	B	CHEMBL4271493	Homo sapiens		
CHEMBL4284740	CHEMBL5869	HSF1	Inhibition			%		B	CHEMBL4271493	Homo sapiens		Dose-dependent effect
CHEMBL4293406	CHEMBL5869	HSF1	Inhibition			%		B	CHEMBL4271493	Homo sapiens		Dose-dependent effect
CHEMBL4293406	CHEMBL5869	HSF1	IC50	=	15000.0	nM	4.82	B	CHEMBL4271494	Homo sapiens		
CHEMBL4293406	CHEMBL5869	HSF1	Inhibition			%		B	CHEMBL4271494	Homo sapiens		Dose-dependent effect
CHEMBL4282794	CHEMBL5869	HSF1	EC50	=	4500.0	nM	5.35	B	CHEMBL4271495	Homo sapiens		
CHEMBL4282794	CHEMBL5869	HSF1	Activity					B	CHEMBL4271495	Homo sapiens		Dose-dependent effect
CHEMBL4282794	CHEMBL5869	HSF1	EC50	>	8000.0	nM		B	CHEMBL4271496	Homo sapiens		
CHEMBL4293406	CHEMBL5869	HSF1	Activity					B	CHEMBL4271497	Homo sapiens		
CHEMBL4293406	CHEMBL5869	HSF1	Activity					B	CHEMBL4271498	Homo sapiens		
CHEMBL4293406	CHEMBL5869	HSF1	Activity					B	CHEMBL4271499	Homo sapiens		
CHEMBL4514442	CHEMBL5869	HSF1	Activity					B	CHEMBL4314446	Homo sapiens		Dose-dependent effect
CHEMBL438605	CHEMBL5869	HSF1	Activity					B	CHEMBL4314446	Homo sapiens		
CHEMBL4514442	CHEMBL5869	HSF1	Activity					B	CHEMBL4314445	Homo sapiens		
CHEMBL4877620	CHEMBL5869	HSF1	FC	=	1.6			B	CHEMBL4826549	Homo sapiens		
CHEMBL4848310	CHEMBL5869	HSF1	FC	=	2.2			B	CHEMBL4826549	Homo sapiens		
CHEMBL4846644	CHEMBL5869	HSF1	FC	=	2.7			B	CHEMBL4826549	Homo sapiens		
CHEMBL4876187	CHEMBL5869	HSF1	FC	=	1.9			B	CHEMBL4826549	Homo sapiens		
CHEMBL4877620	CHEMBL5869	HSF1	FC	=	1.85			B	CHEMBL4826550	Homo sapiens		
CHEMBL4848310	CHEMBL5869	HSF1	FC	=	2.1			B	CHEMBL4826550	Homo sapiens		
CHEMBL4846644	CHEMBL5869	HSF1	FC	=	1.6			B	CHEMBL4826550	Homo sapiens		
CHEMBL4876187	CHEMBL5869	HSF1	Activity					B	CHEMBL4826550	Homo sapiens		
CHEMBL4877620	CHEMBL5869	HSF1	FC	=	1.3			B	CHEMBL4826551	Homo sapiens		
CHEMBL4848310	CHEMBL5869	HSF1	FC	=	1.3			B	CHEMBL4826551	Homo sapiens		
CHEMBL4846644	CHEMBL5869	HSF1	FC	=	1.3			B	CHEMBL4826551	Homo sapiens		
CHEMBL4876187	CHEMBL5869	HSF1	FC	=	1.3			B	CHEMBL4826551	Homo sapiens		
CHEMBL4877620	CHEMBL5869	HSF1	Activity					B	CHEMBL4826557	Homo sapiens		
CHEMBL4848310	CHEMBL5869	HSF1	Activity					B	CHEMBL4826557	Homo sapiens		
CHEMBL4846644	CHEMBL5869	HSF1	Activity					B	CHEMBL4826557	Homo sapiens		
CHEMBL4876187	CHEMBL5869	HSF1	Activity					B	CHEMBL4826557	Homo sapiens		
CHEMBL5200595	CHEMBL5869	HSF1	Activity					B	CHEMBL5138045	Homo sapiens		
CHEMBL520014	CHEMBL5869	HSF1	IC50	=	15300.0	nM	4.82	B	CHEMBL5234957	Homo sapiens		
CHEMBL278315	CHEMBL5869	HSF1	Activity					B	CHEMBL5372351	Homo sapiens		
CHEMBL278315	CHEMBL5869	HSF1	Activity					B	CHEMBL5372352	Homo sapiens		
CHEMBL278315	CHEMBL5869	HSF1	Activity					B	CHEMBL5372353	Homo sapiens		
CHEMBL5398773	CHEMBL5869	HSF1	Activity					B	CHEMBL5372354	Homo sapiens		
CHEMBL5441131	CHEMBL5869	HSF1	Activity					B	CHEMBL5372354	Homo sapiens		
CHEMBL5402290	CHEMBL5869	HSF1	Activity					B	CHEMBL5372354	Homo sapiens		
CHEMBL5398773	CHEMBL5869	HSF1	Activity					B	CHEMBL5372355	Homo sapiens		
CHEMBL5441131	CHEMBL5869	HSF1	Activity					B	CHEMBL5372355	Homo sapiens		
CHEMBL5402290	CHEMBL5869	HSF1	Activity					B	CHEMBL5372355	Homo sapiens		
CHEMBL5398773	CHEMBL5869	HSF1	Activity					B	CHEMBL5372356	Homo sapiens		
