stitch_chemical	stitch_name	molecular_weight	stitch_smiles	compound_id	pubchem_cid
CIDm00000197	MgADP	427.201124	C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O	CHEMBL14830	197
CIDm00000222	ammonia	17.03052	N	CHEMBL1160819	222
CIDm00000224	adenosine monophosphate	347.221222	C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O	CHEMBL1230732	224
CIDm00000228	phosphosulfate	427.284422	C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)O)O	CHEMBL572546	228
CIDm00000238	MgATP	507.181026	C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O	CHEMBL14249	238
CIDm00000242	benzoic acid	121.1134	C1=CC=C(C=C1)C(=O)[O-]	CHEMBL1356	242
CIDm00000253	anti-biotin	244.31064	C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2	CHEMBL1315356	253
CIDm00000271	calcium ions	40.078	[Ca+2]	CHEMBL2146121	271
CIDm00000311	citric acid	192.12352	C(C(=O)O)C(CC(=O)O)(C(=O)O)O	CHEMBL1261	311
CIDm00000312	chloride	35.453	[Cl-]	CHEMBL1159819	312
CIDm00000314	poly-C	323.196522	C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)O)O)O	CHEMBL1329786	314
CIDm00000316	CMP-NeuAc	614.451102	CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=NC3=O)N)O)O)O	CHEMBL1214873	316
CIDm00000317	coenzyme A	767.534126	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O	CHEMBL1213327	317
CIDm00000338	salicylate	138.12074	C1=CC=C(C(=C1)C(=O)O)O	CHEMBL2105994	338
CIDm00000364	L-Dap	104.10782	C(C(C(=O)O)N)N	CHEMBL103247	364
CIDm00000392	beta-lysin	146.18756	C(CC(CC(=O)O)N)CN	PUBCHEM:392	392
CIDm00000544	arsenite	122.9198	[O-][As]([O-])[O-]	CHEMBL1231071	544
CIDm00000546	phosphonoacetic acid (PAA	140.031862	C(C(=O)O)P(=O)(O)O	CHEMBL136061	546
CIDm00000564	EACA	131.17292	C(CCC(=O)O)CCN	CHEMBL1046	564
CIDm00000594	cystein	121.15818	C(C(C(=O)O)N)S	CHEMBL1200630	594
CIDm00000611	glutamic acid	147.12926	C(CC(=O)O)C(C(=O)O)N	CHEMBL1255943	611
CIDm00000612	lactate	90.07794	CC(C(=O)O)O	CHEMBL1200559	612
CIDm00000620	dADP	411.201724	C1C(C(OC1N2C=NC3=C2N=CN=C3N)COP(=O)(O)OP(=O)(O)O)O	PUBCHEM:620	620
CIDm00000621	Poly(dA	331.221822	C1C(C(OC1N2C=NC3=C2N=CN=C3N)COP(=O)(O)O)O	CHEMBL1206239	621
CIDm00000637	deoxycytidine	227.21722	C1C(C(OC1N2C=CC(=NC2=O)N)CO)O	CHEMBL1356971	637
CIDm00000730	guanosine diphosphate	443.200524	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)NC(=NC2=O)N	CHEMBL384759	730
CIDm00000745	reduced glutathione	307.32348	C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N	CHEMBL100476	745
CIDm00000753	glycerol	92.09382	C(C(CO)O)O	CHEMBL692	753
CIDm00000761	guanylate	363.220622	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)NC(=NC2=O)N	CHEMBL1242996	761
CIDm00000762	guanosine triphosphate	523.180426	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)NC(=NC2=O)N	CHEMBL1201369	762
CIDm00000783	hydrogen	2.01588	[HH]	PUBCHEM:783	783
CIDm00000813	potassium	39.0983	[K+]	PUBCHEM:813	813
CIDm00000839	gamma-hydroxyglutamic acid	163.12866	C(C(C(=O)O)N)C(C(=O)O)O	CHEMBL197110	839
CIDm00000867	malonate	104.06146	C(C(=O)O)C(=O)O	CHEMBL359504	867
CIDm00000875	tartrate	150.08684	C(C(C(=O)O)O)(C(=O)O)O	CHEMBL1200861	875
CIDm00000888	magnesium	24.305	[Mg+2]	CHEMBL2146125	888
CIDm00000911	fMet	177.22144	CSCCC(C(=O)O)NC=O	PUBCHEM:911	911
CIDm00000923	sodium	22.989769	[Na+]	CHEMBL1200760	923
CIDm00000925	diphosphopyridine nucleotide	663.425104	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CN=C5N)O)O)O)O)C(=O)N	CHEMBL1234613	925
CIDm00000936	vitamin B	122.12464	C1=CC(=CN=C1)C(=O)N	CHEMBL1140	936
CIDm00000961	distilled water	17.00734	[OH-]	CHEMBL1098659	961
CIDm00000975	GSSG	612.63108	C(CC(=O)NC(CSSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)C(=O)NCC(=O)O)C(C(=O)O)N	CHEMBL1372	975
CIDm00000990	3'-phosphoadenosine 5'-phosphosulfate	507.264324	C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O	PUBCHEM:990	990
CIDm00000994	phenylalanine	165.18914	C1=CC=C(C=C1)CC(C(=O)O)N	CHEMBL25080	994
CIDm00001003	phosphate	96.987242	OP(=O)(O)[O-]	CHEMBL1187	1003
CIDm00001016	O-phosphothreonine	199.099062	CC(C(C(=O)O)N)OP(=O)(O)O	CHEMBL1742182	1016
CIDm00001023	pyrophosphate	177.975084	OP(=O)(O)OP(=O)(O)O	CHEMBL1160571	1023
CIDm00001042	pseudouridylic acid	324.181282	C1=C(C(=O)NC(=O)N1)C2C(C(C(O2)COP(=O)(O)O)O)O	PUBCHEM:1042	1042
CIDm00001084	thiosulfate	112.1282	[O-]S(=O)(=S)[O-]	CHEMBL1208642	1084
CIDm00001089	selenate	144.97348	O[Se](=O)(=O)O	CHEMBL2097002	1089
CIDm00001117	sulphate	96.0626	[O-]S(=O)(=O)[O-]	CHEMBL1200456	1117
CIDm00001148	tryptophan	204.22518	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N	CHEMBL292303	1148
CIDm00001172	uridylate	324.181282	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O	CHEMBL1627073	1172
CIDm00001182	L-valine	117.14634	CC(C)C(C(=O)O)N	CHEMBL11257	1182
CIDm00001567	2-mercaptoethanol	78.13344	C(CS)O	CHEMBL254951	1567
CIDm00001822	Gpp(NH)p	522.195666	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(NP(=O)(O)O)O)O)O)NC(=NC2=O)N	CHEMBL1233085	1822
CIDm00002021	spectinomycin	332.34956	CC1CC(=O)C2(C(O1)OC3C(C(C(C(C3O2)NC)O)NC)O)O	CHEMBL1167	2021
CIDm00002199	anisomycin	265.30496	CC(=O)OC1C(CNC1CC2=CC=C(C=C2)OC)O	CHEMBL1367623	2199
CIDm00002244	aspirin	180.15742	CC(=O)OC1=CC=CC=C1C(=O)O	CHEMBL25	2244
CIDm00002514	cadmium	232.51492	CC(=O)O.CC(=O)O.[Cd]	PUBCHEM:2514	2514
CIDm00002891	cobalt	1356.373117	CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)(O)OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+2]	PUBCHEM:2891	2891
CIDm00003017	diazinon	304.345502	CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C	CHEMBL388560	3017
CIDm00003443	fusidic acid	516.70922	CC1C2CCC3(C(C2(CCC1O)C)C(CC4C3(CC(C4=C(CCC=C(C)C)C(=O)O)OC(=O)C)C)O)C	CHEMBL117110	3443
CIDm00003460	geldanamycin	560.6359	CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)C)OC)OC(=O)N)C)C)O)OC	CHEMBL1165003	3460
CIDm00003486	glutathione sulfonic acid	355.32168	C(CC(=O)NC(CS(=O)(=O)O)C(=O)NCC(=O)O)C(C(=O)O)N	PUBCHEM:3486	3486
CIDm00003628	homoharringtonine	545.62126	CC(C)(CCCC(CC(=O)OC)(C(=O)OC1C2C3=CC4=C(C=C3CCN5C2(CCC5)C=C1OC)OCO4)O)O	CHEMBL175858	3628
CIDm00003672	ibuprofen	206.28082	CC(C)CC1=CC=C(C=C1)C(C)C(=O)O	CHEMBL1241153	3672
CIDm00003715	indomethacin	357.78764	CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O	CHEMBL1200864	3715
CIDm00003848	3-phenyllactic acid	166.1739	C1=CC=C(C=C1)CC(C(=O)O)O	CHEMBL1778420	3848
CIDm00003866	2-phenylglycine	151.16256	C1=CC=C(C=C1)C(C(=O)O)N	CHEMBL131226	3866
CIDm00003870	lactacystin	376.42526	CC1C(C(NC1=O)(C(C(C)C)O)C(=O)SCC(C(=O)O)NC(=O)C)O	CHEMBL374308	3870
CIDm00003929	linezolid	337.346103	CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F	CHEMBL126	3929
CIDm00004378	MeVal	131.17292	CC(C)C(C(=O)O)NC	PUBCHEM:4378	4378
CIDm00004403	A-7698	361.247802	CNC1=NC=NC2=C1N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O	CHEMBL1230507	4403
CIDm00004454	neomycin	614.64374	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N	CHEMBL1275977	4454
CIDm00004689	paromomycin	615.6285	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N	CHEMBL1322152	4689
CIDm00004795	AMP-PNP	506.196266	C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(NP(=O)(O)O)O)O)O	CHEMBL1230989	4795
CIDm00004800	GMPCPP	521.207606	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(CP(=O)(O)O)O)O)O)NC(=NC2=O)N	PUBCHEM:4800	4800
CIDm00004984	puromycin	471.50956	CN(C)C1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)NC(=O)C(CC4=CC=C(C=C4)OC)N)O	CHEMBL1330459	4984
CIDm00005056	resveratrol	228.24328	C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O	CHEMBL165	5056
CIDm00005077	rivastigmine	250.33668	CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C	CHEMBL151763	5077
CIDm00005133	S-(p-nitrobenzyl)glutathione	442.44358	C1=CC(=CC=C1CSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)[N+](=O)[O-]	PUBCHEM:5133	5133
CIDm00005140	S-hexylglutathione	392.4909	CCCCCCSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)[NH3+]	CHEMBL345292	5140
CIDm00005266	spiramycin	843.05266	CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)O)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)OC4CCC(C(O4)C)N(C)C	CHEMBL1255799	5266
CIDm00005297	streptomycin	581.57406	CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O	CHEMBL1200740	5297
CIDm00005352	sulindac	356.410583	CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O	CHEMBL1376	5352
CIDm00005366	dalfopristin	690.8472	CCN(CC)CCS(=O)(=O)C1CCN2C1C(=O)OC(C(C=CC(=O)NCC=CC(=CC(CC(=O)CC3=NC(=CO3)C2=O)O)C)C)C(C)C	CHEMBL1200937	5366
CIDm00006503	Tris-HCl	121.13504	C(C(CO)(CO)N)O	CHEMBL1200391	6503
CIDm00006579	acrylamide	71.0779	C=CC(=O)N	CHEMBL348107	6579
CIDm00006657	alpha-aminobutyric acid	103.11976	CCC(C(=O)O)N	CHEMBL1230782	6657
CIDm00008076	EGEE	90.121	CCOCCO	CHEMBL119596	8076
CIDm00008117	diethylene glycol	106.1204	C(COCCO)O	CHEMBL1235226	8117
CIDm00008200	tetraethylene glycol	194.22552	C(COCCOCCOCCO)O	CHEMBL1235254	8200
CIDm00009425	emetine	553.56078	CCC1CN2CCC3=CC(=C(C=C3C2CC1CC4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC.Cl.Cl	CHEMBL1090755	9425
CIDm00010474	silver nanoparticles	199.0013	[C-]#N.[C-]#N.[K+].[Ag+]	CHEMBL1230866	10474
CIDm00013401	3-hydroxypicolinic acid	139.1088	C1=CC(=C(N=C1)C(=O)O)O	CHEMBL1234326	13401
CIDm00014888	arsenic trioxide	197.8414	[O-2].[O-2].[O-2].[As+3].[As+3]	PUBCHEM:14888	14888
CIDm00014967	sparsomycin	361.43706	CC1=C(C(=O)NC(=O)N1)C=CC(=O)NC(CO)CS(=O)CSC	CHEMBL101960	14967
CIDm00014977	pactamycin	558.62332	CC1=C(C(=CC=C1)O)C(=O)OCC2(C(C(C(C2(C)O)(C(C)O)NC(=O)N(C)C)N)NC3=CC=CC(=C3)C(=O)C)O	CHEMBL1994414	14977
CIDm00015103	selenomethionine	196.10634	C[Se]CCC(C(=O)O)N	CHEMBL113178	15103
CIDm00019001	magic bullet	154.251	C(C(C(CS)O)O)S	CHEMBL1232391	19001
CIDm00019654	chlorate	84.45914	OCl(=O)=O	CHEMBL1161633	19654
CIDm00022497	phosphinate	63.980502	OP=O	CHEMBL2105054	22497
CIDm00023931	mercury	200.59	[Hg]	PUBCHEM:23931	23931
CIDm00023994	Zn(II	65.38	[Zn]	CHEMBL1411246	23994
CIDm00024424	ZnSO4	161.4426	[O-]S(=O)(=O)[O-].[Zn+2]	CHEMBL1200929	24424
CIDm00024470	silver nitrate	169.8731	[N+](=O)([O-])[O-].[Ag+]	CHEMBL177367	24470
CIDm00024748	glucans	240.20784	CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O	CHEMBL1206211	24748
CIDm00062551	pentaethylene glycol	238.27808	C(COCCOCCOCCOCCO)O	CHEMBL1229766	62551
CIDm00063062	4-hydroxytamoxifen	387.51396	CCC(=C(C1=CC=C(C=C1)O)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3	CHEMBL2137046	63062
CIDm00065174	kasugamycin	379.363	CC1C(CC(C(O1)OC2C(C(C(C(C2O)O)O)O)O)N)N=C(C(=O)O)N	CHEMBL1254011	65174
CIDm00065482	sinefungin	381.38702	C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CC(CCC(C(=O)O)N)N)O)O	CHEMBL1214186	65482
CIDm00065664	artesunate	384.42082	CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)OC(=O)CCC(=O)O)C	CHEMBL144149	65664
CIDm00065911	girolline	190.63074	C1=C(NC(=N1)N)C(C(CN)Cl)O	CHEMBL1171272	65911
CIDm00073658	telithromycin	812.0037	CCC1C2(C(C(C(=O)C(CC(C(C(C(=O)C(C(=O)O1)C)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=C4)C5=CN=CC=C5)C	CHEMBL1136	73658
CIDm00078165	2-(N-morpholino)ethanesulfonic acid	195.23672	C1COCCN1CCS(=O)(=O)O	CHEMBL1234276	78165
CIDm00083606	strontium	89.63588	[H-].[H-].[Sr+2]	CHEMBL2106034	83606
CIDm00122770	mycalamide A	503.58304	CC1C(OC(CC1=C)(C(C(=O)NC2C3C(C(C(C(O3)CC(CO)O)(C)C)OC)OCO2)O)OC)C	CHEMBL2114026	122770
CIDm00123991	dehydroalanine	87.0773	C=C(C(=O)O)N	PUBCHEM:123991	123991
CIDm00161605	poly(2'-O-methyladenylic acid	361.247802	COC1C(C(OC1N2C=NC3=C2N=CN=C3N)COP(=O)(O)O)O	CHEMBL1229561	161605
CIDm00165838	7-methylguanosine 5'-monophosphate	379.263082	CN1CN(C2=C1C(=O)N=C(N2)N)C3C(C(C(O3)COP(=O)(O)O)O)O	PUBCHEM:165838	165838
CIDm00167958	RTMP	338.207862	CC1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O	CHEMBL608610	167958
CIDm00168161	2'-O-methylguanosine 5'-monophosphate	377.247202	COC1C(C(OC1N2C=NC3=C2NC(=NC3=O)N)COP(=O)(O)O)O	PUBCHEM:168161	168161
CIDm00189854	AC1L4PEN	398.216762	C1=C(C(=O)NC(=O)N1C2C(C(C(O2)COP(=O)(O)O)O)O)OCC(=O)O	PUBCHEM:189854	189854
CIDm00192785	5-methylcytidylic acid	337.223102	CC1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)O)O)O	CHEMBL2311177	192785
CIDm00197474	squamosamide	465.49508	COC1=CC(=CC(=C1O)OC)C(=CC2=CC(=C(C=C2)O)OC)C(=O)NCCC3=CC=C(C=C3)O	PUBCHEM:197474	197474
CIDm00233874	NSC-33010	253.362	CC(C)C1=CC=C(C=C1)C2=NC3=CC=CC=C3S2	CHEMBL1351908	233874
CIDm00378860	NSC-662249	417.24031	C[N+]1=C(C=CC2=CC=CC=C21)C=CC3=CC4=C(C=C3)OCO4.[I-]	CHEMBL1539980	378860
CIDm00429092	poly(rCm	337.223102	COC1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)O)O	PUBCHEM:429092	429092
CIDm00440416	C04639	326.197162	C1CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O	PUBCHEM:440416	440416
CIDm00440758	adenosine 5'-phosphoselenate	474.179422	C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)O[Se](=O)(=O)O)O)O	PUBCHEM:440758	440758
CIDm00441214	3'-amino-3'-deoxy-AMP	346.236462	C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)O)N)O	PUBCHEM:441214	441214
CIDm00446207	D-phenylalanyl	149.18974	C1=CC=C(C=C1)CC(C=O)N	PUBCHEM:446207	446207
CIDm00446782	AC1L9K3C	551.489462	CN(C)C1=NC=NC2=C1N=CN2C3C(C(C(O3)COP(=O)(O)O)NC(=O)C(CC4=CC=C(C=C4)OC)N)O	PUBCHEM:446782	446782
CIDm00447049	O-acetyl-ADP-ribose	601.352424	CC(=O)OC1C(C(OC1O)COP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C3N=CN=C4N)O)O)O	PUBCHEM:447049	447049
CIDm00447272	Tn antigen	308.2851	CC(=O)NC1C(C(C(OC1OCC(C(=O)O)N)CO)O)O	CHEMBL1236347	447272
CIDm00451597	PANS 5'-monophosphate	374.289622	CN(C)C1=NC=NC2=C1N=CN2C3C(C(C(O3)COP(=O)(O)O)N)O	PUBCHEM:451597	451597
CIDm00475367	AC1L9SSV	156.097462	C(C(=O)O)P(=S)(O)O	PUBCHEM:475367	475367
CIDm00609289	AC1LCZ7S	315.381883	CC(C)(C)C1=CC=C(C=C1)C(=O)NCCOC2=CC=CC=C2F	CHEMBL1488586	609289
CIDm00645210	AC1LLXX3	384.357783	CC1=C(C(NC(=O)N1)C2=CC=C(C=C2)F)C(=O)OCC3=CC4=C(C=C3)OCO4	CHEMBL1605795	645210
CIDm00651433	AC1OCX1K	260.29174	CC(C)C1=CC=C(C=C1)C2=NN(N=N2)CCC(=O)O	CHEMBL1329446	651433
CIDm00661826	AC1LOZXM	372.44294	CC1=CC(=C(N1C2=CC=CC=N2)C)C=C3C(=O)N4C5=CC=CC=C5N=C4S3	CHEMBL1884996	661826
CIDm00665332	T6375761	306.40478	CC1CCN(CC1)C2=CC(=NC3=C(C=NN23)C4=CC=CC=C4)C	CHEMBL1524482	665332
CIDm00694249	AC1LEXOX	284.37604	C1CCN(C1)C2=NC(=O)C(=CC=CC3=CC=CC=C3)S2	CHEMBL1352897	694249
CIDm00759942	AC1NTDW8	324.39684	CC1=CC(=C(C=C1)N(C(=O)C)N=C2C(=O)C3=CC=CC=C3S2)C	CHEMBL1904348	759942
CIDm00778068	ksc-8-51	301.33706	CC(C)(C)C1=CC=C(O1)C(=O)NC2=CC=C(C=C2)CC(=O)O	CHEMBL1537098	778068
CIDm00797449	AC1M48EM	320.156343	C1=CC=C(C=C1)C(=O)C=CNC2=C(C=C(C=C2)F)Br	CHEMBL1573366	797449
CIDm00838877	AC1LHJD2	299.32602	C1=CC=C(C=C1)C2=CC=C(C=C2)C3=NC(=NO3)C4=CC=CC=N4	CHEMBL405317	838877
CIDm00848023	AC1LI2XE	322.38426	CC1=CC(=NC(=C1C#N)SCC2=NN=C(O2)C3=CC=CC=C3)C	CHEMBL1470676	848023
CIDm00866501	AC1LHOAV	321.41942	CC1=CC(=CC=C1)N2C3=C(C=N2)C(=NC=N3)N(C)C4CCCCC4	CHEMBL1361922	866501
CIDm00867602	AC1LHQM7	277.34364	C1=CC=C(C=C1)C2=CN3C(=N2)SC(=N3)C4=CC=CC=C4	CHEMBL1310144	867602
CIDm00891145	3-[(4-ethoxyphenoxy)methyl]benzoic acid	272.29584	CCOC1=CC=C(C=C1)OCC2=CC=CC(=C2)C(=O)O	CHEMBL1587117	891145
CIDm00902699	AC1OIK6A	338.18532	C1=CC=C(C=C1)C(=O)CC(C(=O)O)NC2=C(C=C(C=C2)Cl)Cl	CHEMBL1500447	902699
CIDm00940159	AC1MS651	327.81132	CC1CCCN(C1)C2=NC=NC3=C2C=NN3C4=CC=C(C=C4)Cl	CHEMBL1486874	940159
CIDm00999548	AC1N8FAO	359.50884	CC1CCC2=C(C1)SC=C2C(=O)NNC(=S)NC3=CC=CC=C3C	CHEMBL1496413	999548
CIDm01014820	AC1LK9W8	395.43168	CC1=C(C=C(C=C1)C(=O)NC2=C(C(=C(S2)C)C3=CC=CC=C3)C(=O)N)[N+](=O)[O-]	CHEMBL1310435	1014820
CIDm01194328	T5660652	362.44812	CC1=CC(=C(N1C2=CC=CC=C2)C)C(=O)CSC3=NN=C4N3C=CC=C4	CHEMBL1332512	1194328
CIDm01238357	AC1LOE3E	368.47584	CC1=C(N=C(C(=C1C)C#N)SCC(=O)NC2=NC3=CC=CC=C3S2)C	CHEMBL1506503	1238357
CIDm01416750	AC1LR2WT	380.25956	CC1=CC(=C(C=C1)OCC(=O)NC(=S)NC2=CC=CC=N2)Br	CHEMBL1518184	1416750
CIDm01452801	AC1LRSO5	287.31378	CC(C)(C)C(=O)NC1=CN=C(C=C1)NC(=O)C2=CC=CO2	CHEMBL1461730	1452801
CIDm01462059	AC1LSB1T	340.4426	CC1CCCCN1C2=NC=NC3=C2SN=C3C4=CC=C(C=C4)OC	CHEMBL1376674	1462059
CIDm01481829	6W-0211	278.30526	CC1=CC=C(C=C1)N2C=C(C=N2)C(=O)C3=CC=CC=C3O	CHEMBL1383149	1481829
CIDm01486505	8J-320S	377.496003	CC1=CC(=CC(=C1OC(=S)N(C)C)C)C(=O)CSC2=CC=C(C=C2)F	CHEMBL1403014	1486505
CIDm01776078	AC1MW8TA	343.418423	CC1=CC(=C(N1C2=CC=CC=C2F)C)C=C3C(=O)N(C(=NC)S3)C	CHEMBL1910655	1776078
CIDm02056784	AC1M0U13	270.71364	CC1=CC(=C(C=C1)C2=NC(=NO2)C3=CC=CC=C3)Cl	CHEMBL261123	2056784
CIDm02215233	AC1M3MDE	312.38614	CC(C)OC(=O)C1=C(C2=C(S1)N=C(C=C2)C3=CC=CC=C3)N	CHEMBL1470904	2215233
CIDm02313502	AC1M4QTA	279.42422	CC[NH+]1CCN(CC1)C=NC2=NC3=C(S2)CCCC3	CHEMBL3199915	2313502
CIDm02319352	AC1M50DI	273.31034	CC1=CC(=NO1)NC(=O)C2=CC3=C(C=C2)N=C(S3)C	CHEMBL1606031	2319352
CIDm02324822	AC1M597T	353.44136	CCN1C(=NC2=C1C=CC(=C2)C(=O)NNC(=S)NC3=CC=CC=C3)C	CHEMBL1320007	2324822
CIDm02360548	AC1M5TQX	329.431643	CC1CC[NH+](CC1)CC(=O)C2=C(N(C(=C2)C)C3=CC=CC=C3F)C	CHEMBL1351963	2360548
CIDm02367404	AC1OBK1Z	404.50468	CCOC1=CC=CC=C1N2C3=CC=CC=[N+]3C(=C2S)C(=O)NC4=CC=C(C=C4)C	CHEMBL1363796	2367404
CIDm02401486	AC1M6MT7	394.2597	CC1=CC(=C(N1CCOC)C)C(=O)COC(=O)C2=CC=CC=C2Br	CHEMBL1417851	2401486
CIDm02403508	AC1M6QGF	327.33128	CC1=CC(=C(N1CC2=CC=CO2)C)C(=O)COC(=O)C3=CC=CO3	CHEMBL1610938	2403508
CIDm02407489	AC1NMU2T	420.29698	CC1=CC(=C(N1CC2CCCO2)C)C(=O)COC(=O)C3=CC=CC=C3Br	CHEMBL1597561	2407489
CIDm02408490	T5517345	281.35226	C1CCN(CC1)C2=CC=C(C=C2)NC(=O)C3=CC=CC=N3	CHEMBL1339678	2408490
CIDm02409986	AC1M72LB	369.43416	CC1=CC(=C(N1CC2=CC=CS2)C)C(=O)COC(=O)C3=CC=CC=C3O	CHEMBL1392142	2409986
CIDm02410811	AC1M747X	373.53542	CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=NC3=C(S2)CCCC3	CHEMBL1320794	2410811
CIDm02742284	AC1Q2HP2	324.80408	CC1=CC(=C(N1C2=CC=CC=C2)C)C(=O)NC3=CC=C(C=C3)Cl	CHEMBL1406361	2742284
CIDm02789688	AC1NT7Z9	349.17932	COC1=C(C=C(C=C1)C=NNC2=CC=C(C=C2)C(=O)O)Br	CHEMBL3190653	2789688
CIDm02804819	AC1NWW1D	383.2723	CC1=C(C(=NN1C(C)(C)C)C)C=NOC(=O)NC2=CC(=C(C=C2)Cl)Cl	CHEMBL1965654	2804819
CIDm02812530	AC1Q2U3M	289.3312	CCC1=CC2=NC(=CN2C=C1)C3=CC(=NO3)C4=CC=CC=C4	CHEMBL1525789	2812530
CIDm02815175	AC1Q5HEM	373.3798	C1COC2=C(C=C(C=C2)C(=O)CN3C(=O)C4=CC=CC=C4S3(=O)=O)OC1	CHEMBL1562575	2815175
CIDm02823045	AC1ME6L3	335.37818	CCCS(=O)(=O)C1=CN=C(N=C1N)C2COC3=CC=CC=C3O2	CHEMBL1605021	2823045
CIDm02857031	AC1MEL5K	254.3103	C1=CC=C2C(=C1)N=C(S2)NN=CC3=CC=CC=N3	CHEMBL2004141	2857031
CIDm02907212	AC1O3WF7	288.72892	CC1=CC(=C(C=C1)C(=O)ON=C(C2=CC=CC=C2)N)Cl	CHEMBL1330583	2907212
CIDm02951923	AC1NWZ19	269.2985	CC1=CC(=C(C=C1)C(=O)ON=C(C2=CC=CC=N2)N)C	CHEMBL1481543	2951923
