compound_id	pref_name	max_phase	canonical_smiles	pubchem_cid	inchikey	alogp	mw	n_vendors	example_vendors	structure_source
CHEMBL526355	AGN-PC-04XN7B		CC(C)C(C(=O)NCC(=O)NC(C(C)O)C(=O)NCC(=O)NC(CCSC)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CO)C(=O)O)NC(=O)C(CS)NC(=O)C(CC(=O)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CO)N					0		ChEMBL
CHEMBL230333	Neuropeptide S		CC(C)C(C(=O)NCC(=O)NC(C(C)O)C(=O)NCC(=O)NC(CCSC)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CO)C(=O)O)NC(=O)CNC(=O)C(CC(=O)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CO)N					0		ChEMBL
PUBCHEM:44199360	N(6)-dimethyl-AMP		CN(C)C1=NC=NC2=C1N=CN2C3C(C(C(O3)COP(=O)(O)[O-])O)O	44199360				0		
CHEMBL321214	CHEMBL321214		CN1CC2CC1CC(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O					0		ChEMBL
CHEMBL526551	AGN-PC-077M4Q		CC(C)C(C(=O)NCC(=O)NC(C(C)O)C(=O)NCC(=O)NC(CCSC)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CO)C(=O)O)NC(=O)CNC(=O)C(CC(=O)N)NC(=O)C(CCCCN)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CO)N					0		ChEMBL
CHEMBL510338	AGN-PC-077M4T		CC(C)C(C(=O)NCC(=O)NC(C(C)O)C(=O)NCC(=O)NC(CCSC)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CO)C(=O)O)NC(=O)CNC(=O)C(CC(=O)N)NC(=O)C(CCCN)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CO)N					0		ChEMBL
CHEMBL524693	AGN-PC-077M4Z		CC(C)C(C(=O)NCC(=O)NC(C(C)O)C(=O)NCC(=O)NC(CCSC)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CO)C(=O)O)NC(=O)CNC(=O)C(CC(=O)N)NC(=O)C(CCCCNC(=N)N)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CO)N					0		ChEMBL
CHEMBL524688	AGN-PC-077M50		CC(C)C(C(=O)NCC(=O)NC(C(C)O)C(=O)NCC(=O)NC(CCSC)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CO)C(=O)O)NC(=O)CNC(=O)C(CC(=O)N)NC(=O)C(CCCNC(=NC)NC)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CO)N					0		ChEMBL
CHEMBL524654	AGN-PC-077M51		CC(C)C(C(=O)NCC(=O)NC(C(C)O)C(=O)NCC(=O)NC(CCSC)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CO)C(=O)O)NC(=O)CNC(=O)C(CC(=O)N)NC(=O)C(CCCNC(=N)N(C)C)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CO)N					0		ChEMBL
CHEMBL448242	AGN-PC-077M52		CC(C)C(C(=O)NCC(=O)NC(C(C)O)C(=O)NCC(=O)NC(CCSC)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CO)C(=O)O)NC(=O)CNC(=O)C(CC(=O)N)NC(=O)C(CCCNC(=N[N+](=O)[O-])N)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CO)N					0		ChEMBL
CHEMBL525031	AGN-PC-077M54		CC(C)C(C(=O)NCC(=O)NC(C(C)O)C(=O)NCC(=O)NC(CCSC)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CO)C(=O)O)NC(=O)CNC(=O)C(CC(=O)N)NC(=O)C(CCCCNC(=O)C(F)(F)F)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CO)N					0		ChEMBL
CHEMBL453962	AGN-PC-077M5A		CC(C)C(C(=O)NCC(=O)NC(C(C)O)C(=O)NCC(=O)NC(CCSC)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CO)C(=O)O)NC(=O)CNC(=O)C(C(C)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CO)N					0		ChEMBL
CHEMBL215940	N(3)-methyl-UMP		CN1C(=O)C=CN(C1=O)C2C(C(C(O2)COP(=O)(O)O)O)O					0		ChEMBL
PUBCHEM:46173764	3'-amino-3'-deoxy-AMP		C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)O)N)O	46173764				1	RR Scientific	
PUBCHEM:46936447	DB02661		C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O.O=[V]=O	46936447				0		
PUBCHEM:46936762	DB03708		C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)O)O	46936762				0		
PUBCHEM:46937130	DB08185		CC(C)CCNC1=NC(=NC2=C1N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O)SC	46937130				0		
PUBCHEM:49822695	cmp-5		C1=C(NC(=O)[N+](=C1)C2C(C(C(O2)COP(=O)(O)O)O)O)N	49822695				0		
PUBCHEM:49866400	CHEBI:74651		CC(C(C(=O)O)NC(=O)NC1=NC(=NC2=C1N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O)SC)O	49866400				0		
PUBCHEM:49866464	2-methyl-adenylate		CC1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O	49866464				6	001Chemical; BLD Pharm; CATO Research Chemicals Inc.; J&H Chemical Co.,ltd; RR Scientific	
PUBCHEM:49866561	SCHEMBL3470005		COC(=O)CC1=CN(C(=S)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O	49866561				0		
PUBCHEM:49866685	(Z)-2-amino-3-mercapto-acrylic acid		C(=C(C(=O)O)N)S	49866685				0		
PUBCHEM:49866839	L-cysteine sulfoxide		C(C(C(=O)O)N)S=O	49866839				0		
PUBCHEM:49867309	AGN-PC-088Y54		CNC(CC1=CC=C(C=C1)N(C)C)C(=O)O	49867309				0		
PUBCHEM:49867759	AGN-PC-088Y64		CC(C(C)(C(C(=O)O)N)O)O	49867759				0		
PUBCHEM:49867784	CTK1I1905		C(=C(C(=O)O)N)NC(=O)N	49867784				2	AKos Consulting & Solutions; Ambinter	
PUBCHEM:49867889	CHEBI:74300		CC1=C(N2C(=O)C3=C(N(C2=N1)C)N(C=N3)C4C(C(C(O4)COP(=O)(O)O)O)O)CCC(C(=O)OC)NC(=O)OC	49867889				0		
PUBCHEM:52911283	A845205		C1C(C(OC1[N+]2=CC=C(NC2=O)N)CO)O	52911283				0		
PUBCHEM:52941584	CHEBI:74731		CN1C(=O)C(=CNC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O	52941584				0		
PUBCHEM:53723505	N-dimethyl-L-threonine		CC(C(C(=O)O)N(C)C)O	53723505				3	AKos Consulting & Solutions; J&H Chemical Co.,ltd; RR Scientific	
CHEMBL1765705	AGN-PC-0A9QQ2		CC(C)C(C(=O)NCC(=O)NC(CO)C(=O)NCC(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CCC(=O)N)C(=O)O)NC(=O)CNC(=O)C(CC(=O)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CO)N					0		ChEMBL
CHEMBL2338711	AGN-PC-0J2N9S		CCC1C2(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC(=O)N3CCCC3C4=CN=CC=C4)C)OC5C(C(CC(O5)C)N(C)C)O)(C)OC)C)C)NC(=O)O2)C					0		ChEMBL
PUBCHEM:70789301	1F4		CCC1C2(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC(=O)N3CC(CC3C4=CN=CC=C4)(C)C)C)OC5C(C(CC(O5)C)N(C)C)O)(C)OC)C)C)NC(=O)O2)C	70789301				0		
PUBCHEM:71627367	4'-O-Benzyl paromomycin		C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)OCC3=CC=CC=C3)O)N)OC4C(C(C(O4)CO)OC5C(C(C(C(O5)CN)O)O)N)O)O)N	71627367				0		
PUBCHEM:72193709	O-acetyl-ADP-ribose		CC(=O)OC1C(C(OC1O)COP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C3N=CN=C4N)O)O)O	72193709				0		
CHEMBL1418244	pSer		C(C(C(=O)O)N)OP(=O)(O)O					0		ChEMBL
CHEMBL457299	polyethylene glycol		C(CO)O					0		ChEMBL
CHEMBL539	acetate		CC(=O)[O-]					0		ChEMBL
PUBCHEM:181	acetyl-CoA		CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O	181				13	Ambinter; Angel Pharmatech Ltd.; Angene Chemical; Biorbyt; Finetech Industry Limited	
CHEMBL1160819	ammonia		N					0		ChEMBL
CHEMBL1230732	adenosine monophosphate		C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O					0		ChEMBL
CHEMBL1315356	anti-biotin		C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2					0		ChEMBL
CHEMBL1159819	chloride		[Cl-]					0		ChEMBL
CHEMBL1329786	poly-C		C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)O)O)O					0		ChEMBL
CHEMBL1214873	CMP-NeuAc		CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=NC3=O)N)O)O)O					0		ChEMBL
PUBCHEM:392	beta-lysin		C(CC(CC(=O)O)N)CN	392				24	001Chemical; A2B Chem; AA BLOCKS; AKos Consulting & Solutions; Ambinter	
CHEMBL1200630	cystein		C(C(C(=O)O)N)S					0		ChEMBL
CHEMBL1200559	lactate		CC(C(=O)O)O					0		ChEMBL
PUBCHEM:620	dADP		C1C(C(OC1N2C=NC3=C2N=CN=C3N)COP(=O)(O)OP(=O)(O)O)O	620				4	A2B Chem; AA BLOCKS; BenchChem; MolCore	
CHEMBL1356971	deoxycytidine		C1C(C(OC1N2C=CC(=NC2=O)N)CO)O					0		ChEMBL
CHEMBL100476	reduced glutathione		C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N					0		ChEMBL
CHEMBL1242996	guanylate		C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)NC(=NC2=O)N					0		ChEMBL
CHEMBL1201369	guanosine triphosphate		C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)NC(=NC2=O)N					0		ChEMBL
PUBCHEM:813	potassium		[K+]	813				17	A2B Chem; AA BLOCKS; Alfa Chemistry; Ambinter; BOC Sciences	
CHEMBL1200861	tartrate		C(C(C(=O)O)O)(C(=O)O)O					0		ChEMBL
PUBCHEM:911	fMet		CSCCC(C(=O)O)NC=O	911				64	001Chemical; 10X CHEM; A2B Chem; AA BLOCKS; AChemBlock	
CHEMBL1200760	sodium		[Na+]					0		ChEMBL
PUBCHEM:990	3'-phosphoadenosine 5'-phosphosulfate		C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O	990				3	A2B Chem; AA BLOCKS; NewCan Biotech	
CHEMBL25080	phenylalanine		C1=CC=C(C=C1)CC(C(=O)O)N					0		ChEMBL
CHEMBL1742182	O-phosphothreonine		CC(C(C(=O)O)N)OP(=O)(O)O					0		ChEMBL
PUBCHEM:1042	pseudouridylic acid		C1=C(C(=O)NC(=O)N1)C2C(C(C(O2)COP(=O)(O)O)O)O	1042				6	A2B Chem; AA BLOCKS; Alfa Chemistry; BLD Pharm; Cooke Chemical Co., Ltd	
CHEMBL1208642	thiosulfate		[O-]S(=O)(=S)[O-]					0		ChEMBL
CHEMBL292303	tryptophan		C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N					0		ChEMBL
CHEMBL11257	L-valine		CC(C)C(C(=O)O)N					0		ChEMBL
CHEMBL1367623	anisomycin		CC(=O)OC1C(CNC1CC2=CC=C(C=C2)OC)O					0		ChEMBL
PUBCHEM:2891	cobalt		CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)(O)OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+2]	2891				0		
CHEMBL117110	fusidic acid		CC1C2CCC3(C(C2(CCC1O)C)C(CC4C3(CC(C4=C(CCC=C(C)C)C(=O)O)OC(=O)C)C)O)C					0		ChEMBL
CHEMBL1165003	geldanamycin		CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)C)OC)OC(=O)N)C)C)O)OC					0		ChEMBL
PUBCHEM:3486	glutathione sulfonic acid		C(CC(=O)NC(CS(=O)(=O)O)C(=O)NCC(=O)O)C(C(=O)O)N	3486				11	Ambinter; Biosynth; Chem-Impex; Mcule; MolCore	
CHEMBL175858	homoharringtonine		CC(C)(CCCC(CC(=O)OC)(C(=O)OC1C2C3=CC4=C(C=C3CCN5C2(CCC5)C=C1OC)OCO4)O)O					0		ChEMBL
CHEMBL1778420	3-phenyllactic acid		C1=CC=C(C=C1)CC(C(=O)O)O					0		ChEMBL
CHEMBL131226	2-phenylglycine		C1=CC=C(C=C1)C(C(=O)O)N					0		ChEMBL
PUBCHEM:4378	MeVal		CC(C)C(C(=O)O)NC	4378				55	001Chemical; 10X CHEM; A2B Chem; AA BLOCKS; AKos Consulting & Solutions	
CHEMBL1322152	paromomycin		C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N					0		ChEMBL
PUBCHEM:4800	GMPCPP		C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(CP(=O)(O)O)O)O)O)NC(=NC2=O)N	4800				0		
CHEMBL1330459	puromycin		CN(C)C1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)NC(=O)C(CC4=CC=C(C=C4)OC)N)O					0		ChEMBL
CHEMBL151763	rivastigmine		CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C					0		ChEMBL
PUBCHEM:5133	S-(p-nitrobenzyl)glutathione		C1=CC(=CC=C1CSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)[N+](=O)[O-]	5133				4	Ambinter; Debye Scientific Co., Ltd; MolCore; Sigma-Aldrich	
CHEMBL1255799	spiramycin		CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)O)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)OC4CCC(C(O4)C)N(C)C					0		ChEMBL
CHEMBL1200740	streptomycin		CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O					0		ChEMBL
CHEMBL1376	sulindac		CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O					0		ChEMBL
CHEMBL1230782	alpha-aminobutyric acid		CCC(C(=O)O)N					0		ChEMBL
CHEMBL1090755	emetine		CCC1CN2CCC3=CC(=C(C=C3C2CC1CC4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC.Cl.Cl					0		ChEMBL
CHEMBL101960	sparsomycin		CC1=C(C(=O)NC(=O)N1)C=CC(=O)NC(CO)CS(=O)CSC					0		ChEMBL
CHEMBL1994414	pactamycin		CC1=C(C(=CC=C1)O)C(=O)OCC2(C(C(C(C2(C)O)(C(C)O)NC(=O)N(C)C)N)NC3=CC=CC(=C3)C(=O)C)O					0		ChEMBL
CHEMBL1232391	magic bullet		C(C(C(CS)O)O)S					0		ChEMBL
CHEMBL1161633	chlorate		OCl(=O)=O					0		ChEMBL
CHEMBL1206211	glucans		CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O					0		ChEMBL
CHEMBL2137046	4-hydroxytamoxifen		CCC(=C(C1=CC=C(C=C1)O)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3					0		ChEMBL
CHEMBL1254011	kasugamycin		CC1C(CC(C(O1)OC2C(C(C(C(C2O)O)O)O)O)N)N=C(C(=O)O)N					0		ChEMBL
CHEMBL144149	artesunate		CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)OC(=O)CCC(=O)O)C					0		ChEMBL
CHEMBL1136	telithromycin		CCC1C2(C(C(C(=O)C(CC(C(C(C(=O)C(C(=O)O1)C)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=C4)C5=CN=CC=C5)C					0		ChEMBL
CHEMBL2106034	strontium		[H-].[H-].[Sr+2]					0		ChEMBL
CHEMBL2114026	mycalamide A		CC1C(OC(CC1=C)(C(C(=O)NC2C3C(C(C(C(O3)CC(CO)O)(C)C)OC)OCO2)O)OC)C					0		ChEMBL
CHEMBL608610	RTMP		CC1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O					0		ChEMBL
CHEMBL2311177	5-methylcytidylic acid		CC1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)O)O)O					0		ChEMBL
PUBCHEM:197474	squamosamide		COC1=CC(=CC(=C1O)OC)C(=CC2=CC(=C(C=C2)O)OC)C(=O)NCCC3=CC=C(C=C3)O	197474				0		
PUBCHEM:429092	poly(rCm		COC1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)O)O	429092				3	A2B Chem; AA BLOCKS; Angene Chemical	
PUBCHEM:441214	3'-amino-3'-deoxy-AMP		C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)O)N)O	441214				0		
PUBCHEM:447049	O-acetyl-ADP-ribose		CC(=O)OC1C(C(OC1O)COP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C3N=CN=C4N)O)O)O	447049				0		
CHEMBL1236347	Tn antigen		CC(=O)NC1C(C(C(OC1OCC(C(=O)O)N)CO)O)O					0		ChEMBL
PUBCHEM:3082167	dehydrobutyrine		CC=C(C(=O)O)N	3082167				0		
PUBCHEM:3274683	2'-O-methyl-UMP		COC1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)(O)O)O	3274683				0		
PUBCHEM:3334071	DB02566		CC(C1=CC(=NC2=C1C=CCC2O)C(=O)O)O	3334071				0		
PUBCHEM:3400927	AC1MOUJN		CC1=C(N2C(=O)C3=C(N(C2=N1)C)N(C=N3)C4C(C(C(O4)COP(=O)(O)O)O)O)CCC(C(=O)OC)NC(=O)OC	3400927				0		
CHEMBL177327	AC1N9J6O		C(CC(=O)NC(CSC(CC(=O)O)C(=O)O)C(=O)NCC(=O)O)C(C(=O)O)N					0		ChEMBL
PUBCHEM:4468926	AC1NBJ90		CC(C(C(=O)O)NC(=O)NC1=NC(=NC2=C1N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O)SC)O	4468926				0		
PUBCHEM:4469360	1-methylguanylic acid		CN1C(=O)C2=C(N=C1N)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O	4469360				1	MolCore	
PUBCHEM:4469584	2-methyl-adenylate		CC1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O	4469584				1	MolCore	
PUBCHEM:4469586	N(2)-methyl-GMP		CNC1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O	4469586				0		
PUBCHEM:4470567	AC1NBMZI		COC(=O)CC1=CN(C(=S)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O	4470567				0		
PUBCHEM:4473092	atrazine-glutathione conjugate		CCNC1=NC(=NC(=N1)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)NC(C)C	4473092				1	Finetech Industry Limited	
PUBCHEM:4473609	AC1NRA5X		C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O.O=[V]=O	4473609				0		
PUBCHEM:4477691	AC1NAIWV		CN(C)C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O	4477691				0		
PUBCHEM:4477868	N(6)-dimethyl-AMP		CN(C)C1=NC=NC2=C1N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O	4477868				1	MolCore	
PUBCHEM:4477870	AC1NAJ9M		CN1C=NC2=C(C1=N)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O	4477870				0		
PUBCHEM:4478774	AC1NAL8N		CC(C)CCNC1=NC(=NC2=C1N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O)SC	4478774				0		
PUBCHEM:4626828	cmp-5		C1=C(NC(=O)[N+](=C1)C2C(C(C(O2)COP(=O)(O)O)O)O)N	4626828				0		
PUBCHEM:4627981	L-Capreomycidine		C1CN=C(NC1C(C(=O)O)N)N	4627981				0		
PUBCHEM:4631220	AC1NRB2Z		CC(C)N(C1=CC=C(C=C1)F)C(=O)CSCC(C(=O)O)N	4631220				0		
PUBCHEM:5326793	PE(34:0)		CCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCCN	5326793				2	BenchChem; EvitaChem	
CHEMBL1732490	AC1O07N3		CC(=C1C(=NN(C1=O)C2=NC3=CC=CC=C3S2)CC(=O)OC)NC4=CC=CC=C4					0		ChEMBL
CHEMBL390183	13-deoxytedanolide		CC=CC(C)C1C(O1)(C)C(C2COC(=O)C(C(C(C(=O)C(C(C(=CC(C(=O)CCC(C2=O)C)C)C)O)C)C)OC)O)O					0		ChEMBL
PUBCHEM:10774843	K-9390		COC1=CC=C(C=C1)C(C(C(=O)O)N)O	10774843				0		
PUBCHEM:11008023	4oxolpipecolic acid		C1CNC(CC1=O)C(=O)O	11008023				20	001Chemical; AChemBlock; AiFChem, an XtalPi Company; Ambeed; Angene Chemical	
PUBCHEM:12876353	AGN-PC-00JW3C		C1=NC2=C(C(=N1)N)N=CN2C3C4C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O4)O	12876353				0		
CHEMBL318812	AGN-PC-0IX121		CN1CC2CC1CC(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O					0		ChEMBL
PUBCHEM:19002523	S-lactoylcysteine		CC(C(=O)SCC(C(=O)O)N)O	19002523				0		
PUBCHEM:20516571	N-dimethyl-L-threonine		CC(C(C(=O)O)N(C)C)O	20516571				4	AKos Consulting & Solutions; MolCore; MolCore; MolCore	
PUBCHEM:25122322	4'-O-Benzyl paromomycin		C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)OCC3=CC=CC=C3)O)N)OC4C(C(C(O4)CO)OC5C(C(C(C(O5)CN)O)O)N)O)O)N	25122322				0		
PUBCHEM:49867307	3-Hydroxy-2-Iminopropanoic Acid		C(C(=N)C(=O)O)O	49867307				0		
PUBCHEM:49867308	3-quinuclidinylthiomethyl		CSC1CN2CCC1CC2	49867308				0		
PUBCHEM:53654133	CTK0A1398		CSC(C(C(=O)O)N)C(=O)O	53654133				1	Ambinter	
CHEMBL2338710	AGN-PC-0J2N9U		CCC1C2(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC(=O)N3CC(CC3C4=CN=CC=C4)(C)C)C)OC5C(C(CC(O5)C)N(C)C)O)(C)OC)C)C)NC(=O)O2)C					0		ChEMBL
